"","","South","South"
"Year","Time","pv","gas"
"2016",801.00,772.34,3894.93
"2016",802.00,2233.12,2876.54
"2016",803.00,3094.54,2516.50
"2016",804.00,3491.30,2341.86
"2016",805.00,3627.66,2326.23
"2016",806.00,3589.53,2278.65
"2016",807.00,3409.23,2283.84
"2016",808.00,3000.36,2648.47
"2016",809.00,1954.93,3609.10
"2016",810.00,581.54,5056.22
"2016",811.00,43.77,6047.45
"2016",812.00,0.00,7009.19
"2016",813.00,0.00,7075.55
"2016",814.00,0.00,6901.35
"2016",815.00,0.00,6594.44
"2016",816.00,0.00,6288.45
"2016",817.00,0.00,5646.98
"2016",818.00,0.00,5075.56
"2016",819.00,0.00,4664.50
"2016",820.00,0.00,4402.75
"2016",821.00,0.00,4277.40
"2016",822.00,0.00,4236.85
"2016",823.00,0.00,4194.45
"2016",824.00,117.82,4129.17
"2016",825.00,1045.49,3054.95
"2016",826.00,2713.60,1693.76
"2016",827.00,3576.00,1284.81
"2016",828.00,3923.96,1217.03
"2016",829.00,4018.19,1315.43
"2016",830.00,3984.50,1340.82
"2016",831.00,3786.62,1307.37
"2016",832.00,3284.24,1698.23
"2016",833.00,2106.79,2768.77
"2016",834.00,569.68,4390.67
"2016",835.00,37.09,5385.93
"2016",836.00,0.00,6340.99
"2016",837.00,0.00,6611.96
"2016",838.00,0.00,6595.37
"2016",839.00,0.00,6421.17
"2016",840.00,0.00,6070.94
"2016",841.00,0.00,5351.13
"2016",842.00,0.00,4741.92
"2016",843.00,0.00,4455.28
"2016",844.00,0.00,4350.21
"2016",845.00,0.00,4277.40
"2016",846.00,0.00,4246.99
"2016",847.00,0.00,4363.12
"2016",848.00,82.93,4788.94
"2016",849.00,686.58,4920.77
"2016",850.00,1892.61,4730.41
"2016",851.00,2763.60,4294.44
"2016",852.00,3145.92,3992.30
"2016",853.00,3180.16,3982.03
"2016",854.00,2966.66,3731.93
"2016",855.00,2691.65,4098.18
"2016",856.00,2066.45,4866.24
"2016",857.00,1094.68,5807.59
"2016",858.00,310.02,6584.88
"2016",859.00,30.76,6865.99
"2016",860.00,0.00,7600.89
"2016",861.00,0.00,7697.67
"2016",862.00,0.00,7496.74
"2016",863.00,0.00,7237.76
"2016",864.00,0.00,6717.95
"2016",865.00,0.00,5932.70
"2016",866.00,0.00,5327.17
"2016",867.00,0.00,4934.54
"2016",868.00,0.00,4727.17
"2016",869.00,0.00,4668.18
"2016",870.00,0.00,4639.61
"2016",871.00,0.00,4713.35
"2016",872.00,73.39,5010.46
"2016",873.00,700.20,5151.39
"2016",874.00,2030.90,4699.95
"2016",875.00,2980.09,4127.72
"2016",876.00,3350.17,3835.05
"2016",877.00,3405.02,3814.31
"2016",878.00,3288.70,3361.96
"2016",879.00,3006.78,3863.23
"2016",880.00,2573.68,4521.23
"2016",881.00,1678.87,5351.52
"2016",882.00,530.29,6522.21
"2016",883.00,49.80,7102.25
"2016",884.00,0.00,7740.06
"2016",885.00,0.00,7823.01
"2016",886.00,0.00,7564.02
"2016",887.00,0.00,7194.44
"2016",888.00,0.00,6728.08
"2016",889.00,0.00,5933.62
"2016",890.00,0.00,5270.95
"2016",891.00,0.00,4858.97
"2016",892.00,0.00,4644.22
"2016",893.00,0.00,4569.57
"2016",894.00,0.00,4594.45
"2016",895.00,0.00,4672.79
"2016",896.00,116.79,4990.10
"2016",897.00,1028.54,4789.87
"2016",898.00,2684.36,4018.84
"2016",899.00,3501.74,3561.82
"2016",900.00,3804.15,3396.74
"2016",901.00,3888.74,3399.71
"2016",902.00,3943.21,2914.83
"2016",903.00,3800.67,3310.82
"2016",904.00,3342.12,4104.85
"2016",905.00,2232.60,5132.35
"2016",906.00,699.84,6728.71
"2016",907.00,59.51,7404.05
"2016",908.00,0.00,7911.49
"2016",909.00,0.00,7883.84
"2016",910.00,0.00,7577.85
"2016",911.00,0.00,7248.82
"2016",912.00,0.00,6766.79
"2016",913.00,0.00,5919.79
"2016",914.00,0.00,5270.95
"2016",915.00,0.00,4942.84
"2016",916.00,0.00,4711.50
"2016",917.00,0.00,4643.30
"2016",918.00,0.00,4611.96
"2016",919.00,0.02,4641.44
"2016",920.00,107.58,4905.30
"2016",921.00,905.99,4893.98
"2016",922.00,2360.13,4347.68
"2016",923.00,3172.09,3976.27
"2016",924.00,3501.57,3769.37
"2016",925.00,3599.07,3598.14
"2016",926.00,3521.90,3102.96
"2016",927.00,3278.27,3448.89
"2016",928.00,2867.68,3859.48
"2016",929.00,1970.74,4689.14
"2016",930.00,646.97,6109.68
"2016",931.00,58.29,6899.28
"2016",932.00,0.00,7551.12
"2016",933.00,0.00,7541.91
"2016",934.00,0.00,7083.84
"2016",935.00,0.00,6849.74
"2016",936.00,0.00,6517.02
"2016",937.00,0.00,5634.08
"2016",938.00,0.00,5129.93
"2016",939.00,0.00,4762.19
"2016",940.00,0.00,4591.69
"2016",941.00,0.00,4537.31
"2016",942.00,0.00,4498.60
"2016",943.00,0.02,4555.73
"2016",944.00,127.94,4877.57
"2016",945.00,968.86,4675.36
"2016",946.00,2413.40,4099.93
"2016",947.00,3263.27,3537.62
"2016",948.00,3700.61,3175.86
"2016",949.00,3838.93,3043.07
"2016",950.00,3863.92,2497.35
"2016",951.00,3749.04,2825.13
"2016",952.00,3297.28,3396.70
"2016",953.00,2226.61,4389.95
"2016",954.00,725.90,5913.71
"2016",955.00,62.88,6686.40
"2016",956.00,0.00,7293.06
"2016",957.00,0.00,7317.94
"2016",958.00,0.00,7006.42
"2016",959.00,0.00,6765.87
"2016",960.00,0.00,6423.94
"2016",961.00,0.00,5713.34
"2016",962.00,0.00,5181.55
"2016",963.00,0.00,4765.88
"2016",964.00,0.00,4534.54
"2016",965.00,0.00,4423.02
"2016",966.00,0.00,4324.41
"2016",967.00,0.02,4258.95
"2016",968.00,140.49,4262.25
"2016",969.00,1065.52,3336.30
"2016",970.00,2680.69,2217.91
"2016",971.00,3546.79,1784.98
"2016",972.00,3913.06,1619.63
"2016",973.00,4022.78,1556.92
"2016",974.00,4025.53,1441.73
"2016",975.00,3877.56,1471.73
"2016",976.00,3390.44,2006.77
"2016",977.00,2275.21,3048.27
"2016",978.00,735.03,4613.34
"2016",979.00,63.37,5578.08
"2016",980.00,0.00,6499.51
"2016",981.00,0.00,6543.75
"2016",982.00,0.00,6359.42
"2016",983.00,0.00,6031.31
"2016",984.00,0.00,5752.97
"2016",985.00,0.00,5242.38
"2016",986.00,0.00,4729.93
"2016",987.00,0.00,4330.86
"2016",988.00,0.00,4069.11
"2016",989.00,0.00,3989.85
"2016",990.00,0.00,3976.02
"2016",991.00,0.05,3952.93
"2016",992.00,163.15,3869.09
"2016",993.00,1173.72,2765.44
"2016",994.00,2815.02,1347.17
"2016",995.00,3640.80,983.15
"2016",996.00,3988.70,1032.48
"2016",997.00,4104.14,1225.79
"2016",998.00,4100.34,1202.86
"2016",999.00,3936.37,1117.99
"2016",1000.00,3447.39,1563.65
"2016",1001.00,2350.30,2537.24
"2016",1002.00,769.03,4136.94
"2016",1003.00,64.42,5189.94
"2016",1004.00,0.00,5956.66
"2016",1005.00,0.00,6146.52
"2016",1006.00,0.00,6095.83
"2016",1007.00,0.00,5928.09
"2016",1008.00,0.00,5471.87
"2016",1009.00,0.00,4875.56
"2016",1010.00,0.00,4551.13
"2016",1011.00,0.00,4267.26
"2016",1012.00,0.00,4122.56
"2016",1013.00,0.00,4048.83
"2016",1014.00,0.00,4050.68
"2016",1015.00,0.06,4194.39
"2016",1016.00,158.09,4470.47
"2016",1017.00,1116.82,4151.36
"2016",1018.00,2708.19,3509.30
"2016",1019.00,3554.09,3089.21
"2016",1020.00,3897.48,2869.32
"2016",1021.00,4017.21,2772.63
"2016",1022.00,4041.96,2256.64
"2016",1023.00,3873.38,2575.44
"2016",1024.00,3333.12,3170.08
"2016",1025.00,2178.89,4236.75
"2016",1026.00,684.71,5705.13
"2016",1027.00,62.22,6255.73
"2016",1028.00,0.00,7022.09
"2016",1029.00,0.00,7026.70
"2016",1030.00,0.00,6803.66
"2016",1031.00,0.00,6506.89
"2016",1032.00,0.00,6148.36
"2016",1033.00,0.00,5457.12
"2016",1034.00,0.00,4920.72
"2016",1035.00,0.00,4621.18
"2016",1036.00,0.00,4449.75
"2016",1037.00,0.00,4394.45
"2016",1038.00,0.00,4378.78
"2016",1039.00,0.08,4422.94
"2016",1040.00,159.58,4655.15
"2016",1041.00,1147.50,4415.61
"2016",1042.00,2874.22,3591.19
"2016",1043.00,3712.95,3102.69
"2016",1044.00,4019.16,2955.01
"2016",1045.00,4111.20,2919.19
"2016",1046.00,4111.61,2423.85
"2016",1047.00,3968.28,2766.25
"2016",1048.00,3515.26,3423.89
"2016",1049.00,2436.62,4439.85
"2016",1050.00,806.61,6046.82
"2016",1051.00,66.69,6748.95
"2016",1052.00,0.00,7316.10
"2016",1053.00,0.00,7285.69
"2016",1054.00,0.00,6964.03
"2016",1055.00,0.00,6683.84
"2016",1056.00,0.00,6242.37
"2016",1057.00,0.00,5467.26
"2016",1058.00,0.00,5000.90
"2016",1059.00,0.00,4691.23
"2016",1060.00,0.00,4529.01
"2016",1061.00,0.00,4368.65
"2016",1062.00,0.00,4376.94
"2016",1063.00,0.19,4485.51
"2016",1064.00,176.36,4719.47
"2016",1065.00,1182.47,4368.66
"2016",1066.00,2765.93,3575.06
"2016",1067.00,3567.84,3038.59
"2016",1068.00,3897.68,2786.16
"2016",1069.00,4010.36,2658.74
"2016",1070.00,3986.80,2218.71
"2016",1071.00,3816.11,2553.44
"2016",1072.00,3344.38,3097.99
"2016",1073.00,2280.86,4107.14
"2016",1074.00,759.11,5521.97
"2016",1075.00,70.76,6085.90
"2016",1076.00,0.00,7002.74
"2016",1077.00,0.00,7023.93
"2016",1078.00,0.00,6699.51
"2016",1079.00,0.00,6438.68
"2016",1080.00,0.00,6091.22
"2016",1081.00,0.00,5433.16
"2016",1082.00,0.00,4939.15
"2016",1083.00,0.00,4646.99
"2016",1084.00,0.00,4432.24
"2016",1085.00,0.00,4378.78
"2016",1086.00,0.00,4338.23
"2016",1087.00,0.24,4446.75
"2016",1088.00,151.44,4757.29
"2016",1089.00,1033.78,4490.62
"2016",1090.00,2660.15,3689.13
"2016",1091.00,3557.14,3040.99
"2016",1092.00,3905.36,2843.00
"2016",1093.00,4012.94,2881.04
"2016",1094.00,3999.65,2499.87
"2016",1095.00,3833.27,2904.03
"2016",1096.00,3322.28,3560.64
"2016",1097.00,2268.80,4595.69
"2016",1098.00,780.63,6004.60
"2016",1099.00,77.36,6618.47
"2016",1100.00,0.02,7240.51
"2016",1101.00,0.00,7248.82
"2016",1102.00,0.00,6902.28
"2016",1103.00,0.00,6647.90
"2016",1104.00,0.00,6231.31
"2016",1105.00,0.00,5519.79
"2016",1106.00,0.00,5017.49
"2016",1107.00,0.00,4693.07
"2016",1108.00,0.00,4480.17
"2016",1109.00,0.00,4404.59
"2016",1110.00,0.00,4382.47
"2016",1111.00,0.25,4464.25
"2016",1112.00,182.95,4665.88
"2016",1113.00,1209.94,4307.09
"2016",1114.00,2866.70,3440.18
"2016",1115.00,3693.71,2931.15
"2016",1116.00,3978.11,2773.01
"2016",1117.00,4087.27,2697.95
"2016",1118.00,4091.44,2233.89
"2016",1119.00,3917.76,2666.54
"2016",1120.00,3429.78,3290.01
"2016",1121.00,2338.93,4420.49
"2016",1122.00,790.71,5950.28
"2016",1123.00,81.63,6520.19
"2016",1124.00,0.03,7152.01
"2016",1125.00,0.00,7148.36
"2016",1126.00,0.00,6878.31
"2016",1127.00,0.00,6594.44
"2016",1128.00,0.00,6259.88
"2016",1129.00,0.00,5552.05
"2016",1130.00,0.00,5054.36
"2016",1131.00,0.00,4680.17
"2016",1132.00,0.00,4439.61
"2016",1133.00,0.00,4330.86
"2016",1134.00,0.00,4214.73
"2016",1135.00,0.41,4253.03
"2016",1136.00,188.01,4175.11
"2016",1137.00,1160.87,3134.96
"2016",1138.00,2663.25,2220.60
"2016",1139.00,3390.44,1954.23
"2016",1140.00,3697.33,1763.48
"2016",1141.00,3750.99,1840.70
"2016",1142.00,3777.43,1734.99
"2016",1143.00,3597.95,1719.08
"2016",1144.00,3168.16,2099.10
"2016",1145.00,2254.59,2913.13
"2016",1146.00,804.44,4356.83
"2016",1147.00,85.21,5249.33
"2016",1148.00,0.03,6393.49
"2016",1149.00,0.00,6499.51
"2016",1150.00,0.00,6383.38
"2016",1151.00,0.00,6045.14
"2016",1152.00,0.00,5751.13
"2016",1153.00,0.00,5220.26
"2016",1154.00,0.00,4701.36
"2016",1155.00,0.00,4335.47
"2016",1156.00,0.00,4128.09
"2016",1157.00,0.00,4001.83
"2016",1158.00,0.00,3947.45
"2016",1159.00,0.62,3948.68
"2016",1160.00,239.91,3770.21
"2016",1161.00,1384.88,2334.92
"2016",1162.00,2979.87,1133.48
"2016",1163.00,3696.60,830.57
"2016",1164.00,3944.22,864.98
"2016",1165.00,4024.38,946.11
"2016",1166.00,4067.92,850.95
"2016",1167.00,3965.56,692.48
"2016",1168.00,3558.44,931.87
"2016",1169.00,2580.43,1720.93
"2016",1170.00,921.60,3384.38
"2016",1171.00,90.08,4572.57
"2016",1172.00,0.06,5735.40
"2016",1173.00,0.00,5931.77
"2016",1174.00,0.00,5927.17
"2016",1175.00,0.00,5808.27
"2016",1176.00,0.00,5457.12
"2016",1177.00,0.00,4922.56
"2016",1178.00,0.00,4516.11
"2016",1179.00,0.00,4180.63
"2016",1180.00,0.00,4069.11
"2016",1181.00,0.00,3963.12
"2016",1182.00,0.00,3986.16
"2016",1183.00,0.73,4016.77
"2016",1184.00,244.51,4095.56
"2016",1185.00,1374.97,3365.10
"2016",1186.00,2891.51,2743.49
"2016",1187.00,3658.45,2477.93
"2016",1188.00,3947.38,2419.41
"2016",1189.00,3985.69,2485.25
"2016",1190.00,3929.55,2171.81
"2016",1191.00,3669.80,2540.31
"2016",1192.00,3183.95,3112.80
"2016",1193.00,2236.17,4006.20
"2016",1194.00,823.78,5442.56
"2016",1195.00,95.13,6297.47
"2016",1196.00,0.08,6893.90
"2016",1197.00,0.00,6847.90
"2016",1198.00,0.00,6574.17
"2016",1199.00,0.00,6221.17
"2016",1200.00,0.00,5829.47
"2016",1201.00,0.00,5179.70
"2016",1202.00,0.00,4682.93
"2016",1203.00,0.00,4444.22
"2016",1204.00,0.00,4215.65
"2016",1205.00,0.00,4105.05
"2016",1206.00,0.00,4062.66
"2016",1207.00,0.33,4040.20
"2016",1208.00,83.91,3996.26
"2016",1209.00,600.66,3356.93
"2016",1210.00,1676.04,2570.95
"2016",1211.00,2397.49,2256.87
"2016",1212.00,2762.67,2249.30
"2016",1213.00,2927.42,2288.23
"2016",1214.00,2962.05,2189.08
"2016",1215.00,2785.34,2130.77
"2016",1216.00,2402.76,2456.21
"2016",1217.00,1744.04,2941.65
"2016",1218.00,706.32,3956.33
"2016",1219.00,91.43,4727.91
"2016",1220.00,0.09,5866.24
"2016",1221.00,0.00,6102.28
"2016",1222.00,0.00,6088.45
"2016",1223.00,0.00,5881.08
"2016",1224.00,0.00,5665.42
"2016",1225.00,0.00,5179.70
"2016",1226.00,0.00,4725.33
"2016",1227.00,0.00,4324.41
"2016",1228.00,0.00,4199.98
"2016",1229.00,0.00,4173.26
"2016",1230.00,0.00,4129.94
"2016",1231.00,0.79,4258.18
"2016",1232.00,222.82,4472.09
"2016",1233.00,1260.05,3982.33
"2016",1234.00,2821.50,3486.31
"2016",1235.00,3560.78,3181.13
"2016",1236.00,3815.04,3029.17
"2016",1237.00,3903.28,2977.79
"2016",1238.00,3920.20,2555.35
"2016",1239.00,3769.60,2929.92
"2016",1240.00,3388.23,3427.41
"2016",1241.00,2528.53,4159.92
"2016",1242.00,957.80,5731.58
"2016",1243.00,102.87,6489.73
"2016",1244.00,0.11,7320.60
"2016",1245.00,0.00,7364.95
"2016",1246.00,0.00,7114.26
"2016",1247.00,0.00,6886.61
"2016",1248.00,0.00,6509.65
"2016",1249.00,0.00,5670.02
"2016",1250.00,0.00,5083.85
"2016",1251.00,0.00,4745.60
"2016",1252.00,0.00,4597.22
"2016",1253.00,0.00,4397.22
"2016",1254.00,0.00,4381.55
"2016",1255.00,1.39,4488.91
"2016",1256.00,267.58,4597.84
"2016",1257.00,1382.42,4130.00
"2016",1258.00,2861.28,3511.97
"2016",1259.00,3614.56,3067.44
"2016",1260.00,3893.39,2910.26
"2016",1261.00,3988.08,2914.20
"2016",1262.00,4032.65,2326.77
"2016",1263.00,3895.21,2713.98
"2016",1264.00,3505.35,3294.62
"2016",1265.00,2598.38,4118.65
"2016",1266.00,958.81,5722.27
"2016",1267.00,100.67,6423.73
"2016",1268.00,0.11,7222.90
"2016",1269.00,0.00,7315.18
"2016",1270.00,0.00,6998.13
"2016",1271.00,0.00,6746.52
"2016",1272.00,0.00,6329.01
"2016",1273.00,0.00,5591.68
"2016",1274.00,0.00,5066.34
"2016",1275.00,0.00,4705.97
"2016",1276.00,0.00,4510.58
"2016",1277.00,0.00,4417.49
"2016",1278.00,0.00,4397.22
"2016",1279.00,1.19,4519.53
"2016",1280.00,236.17,4713.11
"2016",1281.00,1304.99,4278.40
"2016",1282.00,2792.33,3602.11
"2016",1283.00,3566.29,3254.89
"2016",1284.00,3843.43,3058.85
"2016",1285.00,3890.37,3081.95
"2016",1286.00,3925.48,2543.61
"2016",1287.00,3754.93,2877.30
"2016",1288.00,3349.48,3402.57
"2016",1289.00,2440.24,4206.74
"2016",1290.00,927.85,5635.26
"2016",1291.00,104.18,6293.95
"2016",1292.00,0.11,7032.12
"2016",1293.00,0.00,7035.92
"2016",1294.00,0.00,6803.66
"2016",1295.00,0.00,6503.20
"2016",1296.00,0.00,6223.94
"2016",1297.00,0.00,5552.97
"2016",1298.00,0.00,5039.61
"2016",1299.00,0.00,4687.54
"2016",1300.00,0.00,4449.75
"2016",1301.00,0.00,4330.86
"2016",1302.00,0.00,4236.85
"2016",1303.00,1.61,4234.31
"2016",1304.00,261.43,4133.02
"2016",1305.00,1427.66,2945.59
"2016",1306.00,2982.26,1888.69
"2016",1307.00,3688.22,1626.97
"2016",1308.00,3948.13,1567.98
"2016",1309.00,3991.64,1593.59
"2016",1310.00,4009.39,1476.30
"2016",1311.00,3898.25,1403.11
"2016",1312.00,3497.68,1693.09
"2016",1313.00,2608.68,2464.11
"2016",1314.00,998.62,4087.07
"2016",1315.00,105.68,5128.40
"2016",1316.00,0.16,6220.09
"2016",1317.00,0.00,6410.11
"2016",1318.00,0.00,6258.04
"2016",1319.00,0.00,5958.50
"2016",1320.00,0.00,5641.45
"2016",1321.00,0.00,5144.68
"2016",1322.00,0.00,4713.35
"2016",1323.00,0.00,4240.54
"2016",1324.00,0.00,4020.26
"2016",1325.00,0.00,3931.78
"2016",1326.00,0.00,3916.11
"2016",1327.00,2.36,3903.62
"2016",1328.00,348.88,3610.55
"2016",1329.00,1617.11,2093.47
"2016",1330.00,3048.49,1046.42
"2016",1331.00,3704.94,752.18
"2016",1332.00,3973.46,869.84
"2016",1333.00,4056.47,995.13
"2016",1334.00,4140.27,858.79
"2016",1335.00,4038.05,717.69
"2016",1336.00,3665.64,950.01
"2016",1337.00,2781.61,1728.05
"2016",1338.00,1083.35,3376.54
"2016",1339.00,115.75,4507.28
"2016",1340.00,0.19,5591.49
"2016",1341.00,0.00,5842.37
"2016",1342.00,0.00,5886.61
"2016",1343.00,0.00,5665.42
"2016",1344.00,0.00,5449.75
"2016",1345.00,0.00,4854.36
"2016",1346.00,0.00,4439.61
"2016",1347.00,0.00,4017.50
"2016",1348.00,0.00,3977.86
"2016",1349.00,0.00,3962.20
"2016",1350.00,0.00,3986.16
"2016",1351.00,2.44,4094.32
"2016",1352.00,337.92,4207.69
"2016",1353.00,1600.15,3546.37
"2016",1354.00,3066.75,3050.27
"2016",1355.00,3737.49,2670.78
"2016",1356.00,3971.73,2549.90
"2016",1357.00,4031.07,2608.53
"2016",1358.00,4104.30,2032.08
"2016",1359.00,4017.37,2226.85
"2016",1360.00,3659.25,2764.69
"2016",1361.00,2785.83,3507.23
"2016",1362.00,1090.57,5134.29
"2016",1363.00,115.46,5814.47
"2016",1364.00,0.24,6813.56
"2016",1365.00,0.00,6972.32
"2016",1366.00,0.00,6731.77
"2016",1367.00,0.00,6491.22
"2016",1368.00,0.00,6127.16
"2016",1369.00,0.00,5384.31
"2016",1370.00,0.00,4907.81
"2016",1371.00,0.00,4554.82
"2016",1372.00,0.00,4360.35
"2016",1373.00,0.00,4326.25
"2016",1374.00,0.00,4324.41
"2016",1375.00,3.01,4404.35
"2016",1376.00,377.28,4321.31
"2016",1377.00,1673.20,3662.26
"2016",1378.00,3128.23,3108.62
"2016",1379.00,3801.56,2675.84
"2016",1380.00,4036.61,2566.13
"2016",1381.00,4101.02,2533.05
"2016",1382.00,4168.84,1957.40
"2016",1383.00,4067.57,2212.58
"2016",1384.00,3701.78,2720.32
"2016",1385.00,2842.75,3495.48
"2016",1386.00,1128.72,5191.99
"2016",1387.00,117.60,6001.27
"2016",1388.00,0.28,6823.65
"2016",1389.00,0.00,6977.85
"2016",1390.00,0.00,6785.23
"2016",1391.00,0.00,6491.22
"2016",1392.00,0.00,6156.66
"2016",1393.00,0.00,5425.78
"2016",1394.00,0.00,4823.02
"2016",1395.00,0.00,4573.25
"2016",1396.00,0.00,4411.96
"2016",1397.00,0.00,4301.37
"2016",1398.00,0.00,4277.40
"2016",1399.00,3.48,4398.34
"2016",1400.00,400.80,4289.51
"2016",1401.00,1713.82,3678.78
"2016",1402.00,3124.68,3151.79
"2016",1403.00,3790.59,2700.63
"2016",1404.00,4047.89,2612.91
"2016",1405.00,4095.04,2657.00
"2016",1406.00,4174.00,2034.27
"2016",1407.00,4073.30,2290.73
"2016",1408.00,3715.97,2837.92
"2016",1409.00,2878.46,3592.48
"2016",1410.00,1163.74,5221.49
"2016",1411.00,125.63,6047.61
"2016",1412.00,0.30,6857.74
"2016",1413.00,0.00,7026.70
"2016",1414.00,0.00,6797.21
"2016",1415.00,0.00,6519.79
"2016",1416.00,0.00,6232.23
"2016",1417.00,0.00,5451.59
"2016",1418.00,0.00,4889.38
"2016",1419.00,0.00,4550.21
"2016",1420.00,0.00,4387.08
"2016",1421.00,0.00,4233.16
"2016",1422.00,0.00,4297.68
"2016",1423.00,4.45,4398.30
"2016",1424.00,412.54,4363.48
"2016",1425.00,1812.07,3575.93
"2016",1426.00,3229.82,2972.92
"2016",1427.00,3881.80,2566.10
"2016",1428.00,4148.05,2398.47
"2016",1429.00,4186.53,2440.17
"2016",1430.00,4230.80,1878.85
"2016",1431.00,4118.79,2136.48
"2016",1432.00,3785.99,2575.28
"2016",1433.00,2926.13,3354.95
"2016",1434.00,1143.47,5077.71
"2016",1435.00,116.95,5978.88
"2016",1436.00,0.32,6821.78
"2016",1437.00,0.00,6944.67
"2016",1438.00,0.00,6716.10
"2016",1439.00,0.00,6418.41
"2016",1440.00,0.00,6079.24
"2016",1441.00,0.00,5342.84
"2016",1442.00,0.00,4887.54
"2016",1443.00,0.00,4529.01
"2016",1444.00,0.00,4394.45
"2016",1445.00,0.00,4292.15
"2016",1446.00,0.00,4310.58
"2016",1447.00,4.95,4355.40
"2016",1448.00,427.43,4315.41
"2016",1449.00,1846.23,3480.94
"2016",1450.00,3266.01,2986.50
"2016",1451.00,3921.46,2579.89
"2016",1452.00,4175.28,2461.56
"2016",1453.00,4187.91,2444.32
"2016",1454.00,4237.24,1911.12
"2016",1455.00,4131.82,2188.90
"2016",1456.00,3816.40,2646.25
"2016",1457.00,2971.94,3392.09
"2016",1458.00,1180.08,5046.62
"2016",1459.00,120.51,5988.22
"2016",1460.00,0.33,6703.79
"2016",1461.00,0.00,6758.50
"2016",1462.00,0.00,6562.19
"2016",1463.00,0.00,6217.49
"2016",1464.00,0.00,5959.42
"2016",1465.00,0.00,5308.73
"2016",1466.00,0.00,4836.85
"2016",1467.00,0.00,4498.60
"2016",1468.00,0.00,4263.58
"2016",1469.00,0.00,4176.02
"2016",1470.00,0.00,4107.82
"2016",1471.00,5.76,4067.04
"2016",1472.00,471.65,3690.54
"2016",1473.00,1974.51,2215.34
"2016",1474.00,3363.18,1410.99
"2016",1475.00,3972.19,1203.82
"2016",1476.00,4191.61,1099.61
"2016",1477.00,4166.28,1270.57
"2016",1478.00,4223.95,1099.53
"2016",1479.00,4136.26,1045.28
"2016",1480.00,3823.93,1310.61
"2016",1481.00,2989.44,1975.52
"2016",1482.00,1189.27,3726.84
"2016",1483.00,120.32,4885.19
"2016",1484.00,0.38,5783.93
"2016",1485.00,0.00,6063.57
"2016",1486.00,0.00,5924.40
"2016",1487.00,0.00,5641.45
"2016",1488.00,0.00,5428.55
"2016",1489.00,0.00,4994.45
"2016",1490.00,0.00,4500.44
"2016",1491.00,0.00,4097.68
"2016",1492.00,0.00,3936.39
"2016",1493.00,0.00,3825.79
"2016",1494.00,0.00,3803.67
"2016",1495.00,6.50,3792.56
"2016",1496.00,489.45,3286.57
"2016",1497.00,1996.36,1681.05
"2016",1498.00,3377.86,658.06
"2016",1499.00,3977.49,482.40
"2016",1500.00,4195.95,608.64
"2016",1501.00,4186.96,838.83
"2016",1502.00,4244.49,835.67
"2016",1503.00,4135.47,694.92
"2016",1504.00,3824.71,915.37
"2016",1505.00,3006.88,1517.53
"2016",1506.00,1217.53,3226.69
"2016",1507.00,128.36,4487.29
"2016",1508.00,0.44,5571.88
"2016",1509.00,0.00,5867.26
"2016",1510.00,0.00,5857.12
"2016",1511.00,0.00,5718.87
"2016",1512.00,0.00,5361.27
"2016",1513.00,0.00,4752.05
"2016",1514.00,0.00,4411.96
"2016",1515.00,0.00,4091.23
"2016",1516.00,0.00,3965.88
"2016",1517.00,0.00,3861.74
"2016",1518.00,0.00,3919.80
"2016",1519.00,6.90,4071.43
"2016",1520.00,459.83,3953.05
"2016",1521.00,1919.95,3120.58
"2016",1522.00,3314.05,2741.22
"2016",1523.00,3933.02,2335.16
"2016",1524.00,4168.70,2351.09
"2016",1525.00,4157.39,2412.17
"2016",1526.00,4229.21,1822.38
"2016",1527.00,4106.96,2155.69
"2016",1528.00,3797.84,2624.25
"2016",1529.00,2957.64,3391.65
"2016",1530.00,1195.82,5145.16
"2016",1531.00,133.47,6063.74
"2016",1532.00,0.57,6871.29
"2016",1533.00,0.00,6991.68
"2016",1534.00,0.00,6704.12
"2016",1535.00,0.00,6465.41
"2016",1536.00,0.00,6055.28
"2016",1537.00,0.00,5344.68
"2016",1538.00,0.00,4841.46
"2016",1539.00,0.00,4562.19
"2016",1540.00,0.00,4330.86
"2016",1541.00,0.00,4296.76
"2016",1542.00,0.00,4243.30
"2016",1543.00,8.15,4347.59
"2016",1544.00,420.89,4211.35
"2016",1545.00,1704.26,3612.76
"2016",1546.00,3046.06,3188.02
"2016",1547.00,3771.29,2785.37
"2016",1548.00,4078.60,2708.47
"2016",1549.00,4113.30,2753.03
"2016",1550.00,4156.55,2251.72
"2016",1551.00,4043.57,2593.27
"2016",1552.00,3720.40,3051.92
"2016",1553.00,2825.67,3936.51
"2016",1554.00,1120.10,5596.01
"2016",1555.00,132.30,6430.81
"2016",1556.00,0.47,7075.99
"2016",1557.00,0.00,7128.08
"2016",1558.00,0.00,6833.15
"2016",1559.00,0.00,6598.13
"2016",1560.00,0.00,6127.16
"2016",1561.00,0.00,5327.17
"2016",1562.00,0.00,4823.02
"2016",1563.00,0.00,4493.99
"2016",1564.00,0.00,4337.31
"2016",1565.00,0.00,4292.15
"2016",1566.00,0.00,4271.87
"2016",1567.00,8.04,4338.49
"2016",1568.00,428.46,4234.20
"2016",1569.00,1870.82,3428.70
"2016",1570.00,3225.92,2930.74
"2016",1571.00,3834.47,2553.52
"2016",1572.00,4050.37,2443.61
