"","","Mid","Mid","South","South","North","North"
"Year","Time","pv","gas","pv","gas","pv","gas"
"2016",3442.00,19069.28,45559.47,3693.74,2321.90,1299.41,10672.56
"2016",3443.00,20785.73,43083.01,3932.37,2187.42,1344.73,10481.70
"2016",3444.00,21301.32,41874.67,4043.10,2123.70,1337.83,10429.33
"2016",3445.00,21508.71,40928.41,4071.51,1675.93,1334.88,10328.76
"2016",3446.00,20603.90,40810.90,4049.54,1844.45,1229.47,10442.42
"2016",3447.00,18137.47,42054.21,3964.60,2092.52,1080.71,10336.10
"2016",3448.00,14668.91,45211.46,3711.33,2292.33,871.86,10370.15
"2016",3449.00,10401.62,49275.06,3170.16,2733.05,663.99,10373.21
"2016",3450.00,6043.12,52698.67,1989.21,3699.25,433.47,10446.19
"2016",3451.00,2771.22,53782.78,518.60,5011.33,279.78,10544.36
"2016",3452.00,56.52,55798.97,27.39,5638.03,121.17,10577.68
"2016",3453.00,0.00,54498.80,0.00,5818.41,21.67,10351.59
"2016",3454.00,0.00,49285.38,0.00,5828.55,2.96,9665.10
"2016",3455.00,0.00,45551.63,0.00,5427.63,0.00,9135.40
"2016",3456.00,0.00,43261.99,0.00,4762.19,0.00,8830.81
"2016",3457.00,0.00,42188.75,0.00,4401.83,4.93,8778.62
"2016",3458.00,0.00,42137.82,0.00,4147.45,20.69,8714.85
"2016",3459.00,0.00,42852.68,0.00,4003.67,47.29,8634.98
"2016",3460.00,0.00,45344.09,0.00,3971.41,104.43,8761.65
"2016",3461.00,666.90,52502.12,0.00,3915.19,229.54,9905.90
"2016",3462.00,3754.07,55688.16,56.50,3943.48,402.93,11136.17
"2016",3463.00,8111.02,54151.23,535.69,3537.11,650.20,11369.79
"2016",3464.00,12571.77,50298.68,1724.68,3074.38,872.84,11156.90
"2016",3465.00,16528.96,47907.63,2844.25,2892.13,1052.14,11069.13
"2016",3466.00,19404.41,45927.66,3409.80,2608.61,1200.90,10885.86
"2016",3467.00,21117.07,43335.85,3697.09,2455.88,1278.72,10561.96
"2016",3468.00,21163.63,41964.32,3862.08,2351.72,1295.47,10224.12
"2016",3469.00,19944.84,41810.10,3921.61,1842.43,1420.59,9879.19
"2016",3470.00,18162.47,42245.39,3875.67,2033.98,1297.44,9817.03
"2016",3471.00,15943.14,43626.88,3764.26,2191.47,1157.55,9671.09
"2016",3472.00,12461.14,46897.50,3514.59,2345.29,986.14,9778.74
"2016",3473.00,8617.21,50237.96,3001.15,2752.74,729.01,9840.06
"2016",3474.00,4953.58,52657.33,1875.98,3671.47,459.08,9776.89
"2016",3475.00,2220.60,52881.60,504.50,4951.70,305.40,9643.99
"2016",3476.00,130.95,53714.50,27.67,5495.81,143.83,9619.50
"2016",3477.00,0.00,52434.00,0.00,5678.32,29.55,9612.99
"2016",3478.00,0.00,48055.53,0.00,5752.97,1.97,9206.20
"2016",3479.00,0.00,44461.09,0.00,5362.19,0.99,8719.54
"2016",3480.00,0.00,42123.41,0.00,4771.41,0.99,8415.71
"2016",3481.00,0.00,40635.10,0.00,4430.40,8.87,8218.77
"2016",3482.00,0.00,39829.93,0.00,4139.15,25.61,8061.73
"2016",3483.00,0.00,39705.98,0.00,3987.08,54.18,7705.32
"2016",3484.00,0.00,39457.13,0.00,3902.29,125.11,7582.62
"2016",3485.00,706.28,40892.52,0.00,3815.65,301.46,7698.87
"2016",3486.00,3339.89,42218.46,50.08,3738.85,523.11,7929.59
"2016",3487.00,7088.06,42360.66,496.38,3126.64,847.23,8231.16
"2016",3488.00,9715.35,42095.07,1672.29,2194.06,1177.25,8380.52
"2016",3489.00,11941.02,41584.47,2818.84,1594.05,1469.84,8250.73
"2016",3490.00,14078.85,40201.85,3330.57,1460.19,1654.07,8056.00
"2016",3491.00,15755.46,36888.96,3602.80,1364.00,1739.77,7950.79
"2016",3492.00,16902.76,33350.17,3753.82,1335.56,1767.36,7749.15
"2016",3493.00,19697.20,28664.83,3811.13,1146.45,1701.35,7703.37
"2016",3494.00,18190.84,29402.53,3783.76,1030.97,1554.57,7736.13
"2016",3495.00,15001.63,32209.34,3687.00,1132.34,1348.67,7964.53
"2016",3496.00,11664.34,36391.19,3458.53,1254.81,1118.15,8249.82
"2016",3497.00,7510.29,41257.21,2996.07,1638.01,834.42,8490.78
"2016",3498.00,4065.87,43780.20,1874.52,2665.55,536.91,8621.75
"2016",3499.00,1708.59,44735.64,501.70,4120.40,303.43,8689.43
"2016",3500.00,99.18,45619.63,27.18,4727.64,146.79,8798.06
"2016",3501.00,0.00,44444.76,0.00,4993.53,22.66,9046.72
"2016",3502.00,0.00,41205.83,0.00,5163.11,1.97,8804.83
"2016",3503.00,0.00,38245.53,0.00,4898.60,0.00,8484.21
"2016",3504.00,0.00,35901.13,0.00,4483.85,1.97,8241.42
"2016",3505.00,0.00,34897.07,0.00,4094.91,6.90,8099.96
"2016",3506.00,0.00,34089.02,0.00,3726.25,21.67,8022.16
"2016",3507.00,0.00,33784.44,0.00,3588.00,48.27,7773.50
"2016",3508.00,0.00,32862.05,0.00,3517.96,110.34,7640.91
"2016",3509.00,493.32,32859.71,0.00,3505.06,260.08,7617.96
"2016",3510.00,2614.24,32788.22,63.92,3384.91,461.05,7660.06
"2016",3511.00,5312.68,33150.96,548.77,2650.29,771.37,7846.38
"2016",3512.00,8358.60,32454.25,1654.55,1767.56,1074.80,7996.08
"2016",3513.00,11236.98,31677.19,2764.75,956.89,1368.37,8052.86
"2016",3514.00,13152.97,32207.45,3333.34,817.80,1574.27,7983.50
"2016",3515.00,14114.57,30493.53,3617.14,790.22,1621.56,7913.71
"2016",3516.00,14211.61,28148.16,3808.06,775.33,1612.69,7753.78
"2016",3517.00,13270.42,27826.83,3907.30,603.28,1637.32,7663.13
"2016",3518.00,11750.14,28112.46,3895.13,402.54,1535.85,7646.07
"2016",3519.00,10670.59,28964.29,3843.76,370.97,1342.76,7950.19
"2016",3520.00,9636.39,30870.92,3619.07,475.84,1081.69,8229.26
"2016",3521.00,7133.49,34492.22,3134.84,960.08,785.16,8645.82
"2016",3522.00,3943.41,37731.30,1995.08,2121.04,500.46,9034.06
"2016",3523.00,1328.95,39628.99,546.27,3681.36,291.60,9307.43
"2016",3524.00,33.92,41427.49,30.82,4356.26,154.67,9437.61
"2016",3525.00,0.00,41379.74,0.00,4708.74,57.14,9481.88
"2016",3526.00,0.00,38588.55,0.00,5023.02,5.91,8960.69
"2016",3527.00,0.00,35553.31,0.00,4759.43,0.99,8516.99
"2016",3528.00,0.00,33605.72,0.00,4202.75,1.97,8312.69
"2016",3529.00,0.00,32797.67,0.00,3910.58,11.82,8272.83
"2016",3530.00,0.00,32613.19,0.00,3731.78,35.47,8263.44
"2016",3531.00,0.00,32726.57,0.00,3626.71,66.01,8196.89
"2016",3532.00,0.00,32333.59,0.00,3557.59,116.25,8419.73
"2016",3533.00,341.99,32566.18,0.00,3557.59,236.44,9679.19
"2016",3534.00,1679.25,33497.42,64.38,3597.35,408.84,10898.44
"2016",3535.00,3442.16,34887.92,593.32,3203.90,621.63,11374.35
"2016",3536.00,5406.08,35850.67,1809.84,2735.77,797.97,11474.09
"2016",3537.00,7354.71,36388.65,2923.43,2550.28,960.52,11561.36
"2016",3538.00,8671.36,38225.41,3465.89,2378.33,1083.66,11465.23
"2016",3539.00,8908.69,37389.49,3759.86,2206.01,1183.16,11383.73
"2016",3540.00,8781.45,35406.77,3941.37,2063.21,1253.11,11230.51
"2016",3541.00,8148.03,34769.98,4025.64,1599.22,1379.21,10861.34
"2016",3542.00,8129.44,34040.09,4014.47,1702.56,1325.03,10789.49
"2016",3543.00,7454.18,34645.21,3931.42,1883.31,1179.22,10670.46
"2016",3544.00,5848.55,37558.52,3687.01,2076.10,951.65,10926.54
"2016",3545.00,3850.19,41092.28,3208.61,2474.32,680.74,11057.17
"2016",3546.00,2040.54,43215.15,2094.52,3405.92,443.32,11127.29
"2016",3547.00,689.08,43835.43,577.57,4764.34,294.56,11070.49
"2016",3548.00,20.61,44773.89,33.04,5380.76,159.59,10993.14
"2016",3549.00,0.00,44995.31,0.00,5499.52,60.09,10679.27
"2016",3550.00,0.00,41600.72,0.00,5802.74,11.82,9872.30
"2016",3551.00,0.00,38214.79,0.00,5445.14,2.96,9355.26
"2016",3552.00,0.00,36488.19,0.00,4771.41,5.91,9075.47
"2016",3553.00,0.00,35683.98,0.00,4335.47,18.72,8932.13
"2016",3554.00,0.00,36062.54,0.00,4121.64,47.29,8931.32
"2016",3555.00,0.00,37509.54,0.00,3997.22,80.78,8714.02
"2016",3556.00,0.00,40936.80,0.00,3927.17,135.95,8924.43
"2016",3557.00,173.39,48989.96,0.00,3918.88,263.04,10078.72
"2016",3558.00,1008.16,55290.27,76.65,3857.90,476.81,11250.59
"2016",3559.00,2263.87,58268.90,655.63,3317.63,782.21,11320.30
"2016",3560.00,3621.38,58742.71,1894.85,2897.75,1087.61,10981.90
"2016",3561.00,5066.85,59117.04,3003.16,2680.69,1343.74,10788.03
"2016",3562.00,6577.52,59558.77,3569.10,2394.93,1539.79,10585.98
"2016",3563.00,7467.54,57548.43,3864.47,2282.97,1694.46,10447.06
"2016",3564.00,7741.55,56801.69,4008.63,2164.61,1767.36,10260.13
"2016",3565.00,7284.79,56441.75,4065.87,1698.17,1823.51,10119.20
"2016",3566.00,6756.10,56347.83,4061.88,1859.76,1713.18,10174.77
"2016",3567.00,5798.37,56185.24,3980.50,2061.87,1514.18,10176.47
"2016",3568.00,4420.01,56915.04,3742.03,2256.10,1218.63,10318.22
"2016",3569.00,3012.98,57522.67,3234.26,2689.22,895.50,10339.01
"2016",3570.00,1752.84,57829.68,2100.14,3663.89,583.21,10427.74
"2016",3571.00,782.83,56494.68,586.07,5063.68,330.03,10507.62
"2016",3572.00,21.80,55972.05,34.98,5645.18,180.28,10511.82
"2016",3573.00,0.00,53717.66,0.00,5784.31,67.98,10324.79
"2016",3574.00,0.00,49159.51,0.00,5925.32,15.76,9641.79
"2016",3575.00,0.00,45730.34,0.00,5491.22,3.94,9138.96
"2016",3576.00,0.00,43888.44,0.00,4804.59,5.91,8878.17
"2016",3577.00,0.00,42844.99,0.00,4446.07,20.69,8752.36
"2016",3578.00,0.00,43258.14,0.00,4163.12,46.30,8653.97
"2016",3579.00,0.00,44164.20,0.00,3940.08,82.75,8550.00
"2016",3580.00,0.00,46285.69,0.00,3893.07,155.65,8795.19
"2016",3581.00,498.30,52244.13,0.00,3957.59,299.49,9866.71
"2016",3582.00,2625.99,55725.71,78.24,3907.91,517.20,11002.39
"2016",3583.00,6682.38,54276.99,655.34,3372.29,816.69,11189.79
"2016",3584.00,10966.11,50234.43,1875.44,2908.87,1095.49,11016.78
"2016",3585.00,14799.66,47395.33,2988.97,2709.63,1325.03,10845.00
"2016",3586.00,17037.97,46424.35,3615.67,2352.97,1489.55,10844.03
"2016",3587.00,19162.71,43425.26,3917.16,2236.73,1569.34,10693.71
"2016",3588.00,20691.24,40889.79,4076.47,2166.83,1571.31,10581.46
"2016",3589.00,20813.85,39647.82,4134.32,1668.43,1545.70,10577.07
"2016",3590.00,20733.46,38600.20,4114.65,1813.44,1409.75,10669.51
"2016",3591.00,19072.06,38664.72,4004.80,2087.34,1235.38,10654.07
"2016",3592.00,15682.12,41806.76,3744.37,2281.41,1012.73,10815.95
"2016",3593.00,11539.21,45692.17,3219.40,2716.06,734.92,10806.43
"2016",3594.00,6844.78,49935.98,2071.66,3669.33,461.05,10822.22
"2016",3595.00,3164.88,51666.36,570.93,5017.99,296.53,10817.19
"2016",3596.00,214.40,53930.82,35.25,5526.94,154.67,10776.00
"2016",3597.00,0.00,52606.94,0.00,5641.45,55.17,10624.18
"2016",3598.00,0.00,47598.18,0.00,5858.04,16.75,10042.17
"2016",3599.00,0.00,43811.58,0.00,5462.65,2.96,9433.28
"2016",3600.00,0.00,41748.69,0.00,4832.24,4.93,9155.23
"2016",3601.00,0.00,40748.48,0.00,4505.97,15.76,8956.09
"2016",3602.00,0.00,40970.43,0.00,4214.73,34.48,8934.37
"2016",3603.00,0.00,42110.92,0.00,4087.54,62.06,8780.00
"2016",3604.00,0.00,44691.69,0.00,3952.98,103.44,9046.96
"2016",3605.00,881.85,50816.15,0.00,3995.38,205.90,10321.16
"2016",3606.00,2964.75,54711.50,71.57,3954.22,351.70,11495.74
"2016",3607.00,6444.75,54111.08,619.38,3483.83,574.34,11674.46
"2016",3608.00,9650.18,51614.73,1866.69,2924.08,797.97,11470.34
"2016",3609.00,12291.74,50022.39,3021.69,2756.17,1048.20,11292.88
"2016",3610.00,14587.04,49197.15,3624.99,2450.56,1247.20,11048.87
"2016",3611.00,16957.21,45814.27,3922.29,2288.75,1397.93,10851.63
"2016",3612.00,18042.43,44060.32,4054.58,2252.30,1469.84,10744.45
"2016",3613.00,19139.86,41873.32,4090.15,1657.29,1452.11,10694.66
"2016",3614.00,17598.79,42480.47,4044.24,1885.69,1363.45,10751.82
"2016",3615.00,15579.02,43042.67,3918.06,2163.02,1221.59,10671.61
"2016",3616.00,12762.96,45430.20,3629.88,2405.12,982.19,10854.74
"2016",3617.00,9345.48,48458.55,3123.86,2830.04,718.17,10955.21
"2016",3618.00,5642.45,51340.07,2007.16,3722.77,453.17,11129.44
"2016",3619.00,2607.15,52197.20,558.44,5048.91,261.06,11126.49
"2016",3620.00,122.95,53912.74,35.70,5585.48,141.86,11098.65
"2016",3621.00,0.00,52439.76,0.00,5661.73,52.21,10846.20
"2016",3622.00,0.00,47668.32,0.00,5898.59,15.76,10181.20
"2016",3623.00,0.00,44439.95,0.00,5536.38,2.96,9554.07
"2016",3624.00,0.00,42271.38,0.00,4869.10,4.93,9280.52
"2016",3625.00,0.00,41317.28,0.00,4437.77,18.72,9146.69
"2016",3626.00,0.00,41397.03,0.00,4204.59,48.27,9068.37
"2016",3627.00,0.00,42459.70,0.00,4070.95,86.69,8929.42
"2016",3628.00,0.00,44769.52,0.00,3993.53,155.65,9094.53
"2016",3629.00,754.82,51411.10,0.00,3991.69,289.63,10241.92
"2016",3630.00,2630.58,55439.60,70.71,3906.23,499.47,11403.48
"2016",3631.00,6154.87,54975.53,622.35,3489.15,784.18,11596.66
"2016",3632.00,9234.35,52564.79,1907.38,2970.01,1062.98,11292.36
"2016",3633.00,11507.78,51379.00,3069.09,2663.60,1316.16,11136.70
"2016",3634.00,12460.42,51815.72,3648.85,2347.44,1503.34,10935.27
"2016",3635.00,12993.99,50219.47,3922.95,2122.19,1621.56,10638.50
"2016",3636.00,13401.16,48296.12,4062.34,2079.57,1674.75,10259.71
"2016",3637.00,12604.63,47733.09,4114.30,1670.93,1701.35,10076.31
"2016",3638.00,11639.30,47212.99,4101.48,1765.77,1612.69,9901.65
"2016",3639.00,9559.81,48505.57,3978.71,2008.36,1447.19,9842.84
"2016",3640.00,7458.18,50429.44,3708.30,2190.30,1199.91,10065.36
"2016",3641.00,5185.32,52270.90,3175.57,2604.13,894.52,10178.70
"2016",3642.00,3079.21,53261.50,2037.99,3538.95,576.31,10130.04
"2016",3643.00,1481.27,52726.40,535.83,4896.41,352.68,10030.33
"2016",3644.00,104.29,52786.09,36.11,5388.75,198.02,9998.19
"2016",3645.00,0.00,51522.18,0.00,5490.30,79.80,10105.16
"2016",3646.00,0.00,47781.69,0.00,5784.31,20.69,9661.62
"2016",3647.00,0.00,44147.86,0.00,5505.97,6.90,9259.79
"2016",3648.00,0.00,41932.21,0.00,4893.99,9.85,8942.50
"2016",3649.00,0.00,40641.82,0.00,4488.46,26.60,8803.46
"2016",3650.00,0.00,40107.61,0.00,4228.55,55.17,8630.85
"2016",3651.00,0.00,39894.30,0.00,4070.03,89.65,8435.82
"2016",3652.00,0.00,39550.33,0.00,3918.88,171.42,8302.29
"2016",3653.00,536.66,41350.39,0.00,3800.91,328.05,8414.98
"2016",3654.00,2556.39,43050.96,78.59,3690.98,586.16,8547.74
"2016",3655.00,5579.73,43917.99,652.22,3067.58,923.09,8811.74
"2016",3656.00,9305.56,42806.56,1910.36,2029.72,1272.81,8870.88
"2016",3657.00,12702.51,40911.37,3014.35,1489.78,1623.53,8714.47
"2016",3658.00,15118.38,39499.57,3619.51,1268.02,1926.95,8402.79
"2016",3659.00,15900.48,37444.38,3922.14,1111.94,2097.38,8119.08
"2016",3660.00,16097.35,34867.55,4063.76,1073.55,2164.37,7812.02
"2016",3661.00,16821.00,32011.84,4112.53,1014.64,2176.20,7691.42
"2016",3662.00,15199.03,32917.03,4103.63,908.33,2071.77,7726.82
"2016",3663.00,13197.29,34321.14,4003.63,969.62,1830.41,7894.66
"2016",3664.00,10473.98,37737.21,3770.45,1094.97,1517.13,8217.69
"2016",3665.00,7747.02,41001.27,3288.48,1433.16,1141.79,8527.02
"2016",3666.00,4746.77,43217.48,2218.28,2519.03,753.64,8718.61
"2016",3667.00,2127.58,43834.32,629.38,4154.94,413.76,8903.19
"2016",3668.00,103.78,45429.59,40.40,4825.94,242.35,8890.80
"2016",3669.00,0.00,45110.61,0.00,5007.35,89.65,9247.56
"2016",3670.00,0.00,41765.99,0.00,5277.40,23.64,9222.79
"2016",3671.00,0.00,38537.62,0.00,4981.55,7.88,8852.94
"2016",3672.00,0.00,36413.24,0.00,4581.55,9.85,8651.41
"2016",3673.00,0.00,35302.53,0.00,4181.55,25.61,8510.36
"2016",3674.00,0.00,34660.71,0.00,3898.60,52.21,8359.23
"2016",3675.00,0.00,34685.69,0.00,3729.02,88.66,8073.70
"2016",3676.00,0.00,33963.15,0.00,3627.64,187.18,7913.67
"2016",3677.00,694.53,33886.43,0.00,3550.22,379.28,7837.10
"2016",3678.00,2959.57,33689.08,79.78,3434.49,660.05,7816.66
"2016",3679.00,6801.37,32933.44,672.59,2676.71,1053.13,7848.21
"2016",3680.00,10349.38,32331.31,1962.77,1520.17,1467.87,7957.86
"2016",3681.00,12835.42,32014.80,3066.86,770.91,1853.07,7869.00
"2016",3682.00,14480.01,32720.39,3667.63,571.06,2130.88,7770.49
"2016",3683.00,16201.13,29990.40,3939.44,497.41,2289.49,7581.88
"2016",3684.00,17613.68,26356.43,4070.61,549.65,2340.72,7418.12
"2016",3685.00,18055.68,24220.50,4119.93,456.09,2282.59,7363.71
"2016",3686.00,17664.20,23803.93,4111.67,314.12,2121.03,7402.99
"2016",3687.00,15339.37,25958.70,4017.46,309.71,1933.85,7624.67
"2016",3688.00,12256.50,30389.60,3789.45,420.67,1629.44,8015.36
"2016",3689.00,8969.98,35399.83,3329.32,827.35,1237.35,8495.98
"2016",3690.00,5743.01,38908.33,2254.78,1882.53,809.79,8918.28
"2016",3691.00,2653.37,41822.14,631.16,3646.24,448.24,9224.31
"2016",3692.00,174.33,45161.11,42.34,4375.15,252.20,9348.34
"2016",3693.00,0.00,46632.55,0.00,4668.18,76.84,9551.45
"2016",3694.00,0.00,43071.74,0.00,5110.58,12.81,9268.14
"2016",3695.00,0.00,39950.99,0.00,4889.38,1.97,8887.36
"2016",3696.00,0.00,38273.40,0.00,4378.78,2.96,8710.07
"2016",3697.00,0.00,37456.70,0.00,4051.60,13.79,8614.46
"2016",3698.00,0.00,37972.66,0.00,3809.20,37.44,8509.79
"2016",3699.00,0.00,39270.73,0.00,3702.29,70.93,8350.26
"2016",3700.00,0.00,41940.86,0.00,3707.82,169.45,8626.86
"2016",3701.00,1010.79,50074.21,0.00,3691.23,346.77,9704.64
"2016",3702.00,3528.33,54298.77,73.47,3647.26,605.87,10740.42
"2016",3703.00,7475.70,53819.00,607.46,3327.09,978.25,10930.70
"2016",3704.00,11393.26,50792.12,1788.68,2947.71,1352.61,10648.62
"2016",3705.00,14793.88,48514.70,2851.40,2859.17,1689.53,10433.24
"2016",3706.00,17388.81,47536.83,3419.50,2635.78,1944.69,10253.85
"2016",3707.00,18291.80,45551.96,3771.94,2455.69,2093.44,10074.34
"2016",3708.00,18631.87,44525.87,3900.07,2465.80,2151.57,9918.68
"2016",3709.00,18081.10,44217.66,3954.74,2063.67,2153.54,9849.94
"2016",3710.00,16091.79,45105.87,3877.00,2255.69,2076.70,9883.27
"2016",3711.00,14183.41,45597.04,3710.39,2576.23,1942.72,9737.42
"2016",3712.00,12024.87,47478.86,3376.47,2911.98,1638.30,9870.03
"2016",3713.00,8845.18,50109.92,2714.99,3486.83,1236.36,9905.12
"2016",3714.00,5200.77,52453.38,1666.75,4291.75,800.93,10066.73
"2016",3715.00,2687.33,52708.88,457.82,5311.74,442.33,10292.53
"2016",3716.00,212.34,53758.01,36.50,5734.90,247.27,10282.78
"2016",3717.00,0.00,52837.54,0.00,5756.66,82.75,10123.96
"2016",3718.00,0.00,47499.21,0.00,6005.51,16.75,9558.28
"2016",3719.00,0.00,44144.98,0.00,5645.14,4.93,9099.72
"2016",3720.00,0.00,42024.45,0.00,5017.49,6.90,8722.64
"2016",3721.00,0.00,40862.81,0.00,4594.45,19.70,8576.29
"2016",3722.00,0.00,40871.46,0.00,4316.11,45.32,8363.87
"2016",3723.00,0.00,41999.47,0.00,4160.35,81.77,8259.15
"2016",3724.00,0.00,44506.25,0.00,4044.22,178.31,8545.22
"2016",3725.00,956.45,51040.37,0.00,4093.07,351.70,9545.17
"2016",3726.00,3390.91,54938.69,154.07,3885.55,599.96,10577.54
"2016",3727.00,7360.09,53939.42,1032.10,3178.02,928.01,10605.08
"2016",3728.00,11458.90,50348.88,1786.89,3197.42,1291.53,10277.58
"2016",3729.00,15101.76,48135.72,2614.86,3295.71,1645.20,10121.21
"2016",3730.00,17092.53,47935.93,3303.86,2896.11,1868.83,9907.34
"2016",3731.00,18572.27,45450.20,3670.54,2690.72,2024.48,9708.17
"2016",3732.00,18987.69,44527.47,3876.84,2578.43,2093.44,9547.68
"2016",3733.00,18319.69,44172.20,3927.05,2128.23,2132.85,9398.75
"2016",3734.00,16941.54,44485.76,3859.63,2405.78,2001.82,9426.99
"2016",3735.00,15473.69,44609.41,3705.13,2680.10,1752.58,9347.64
"2016",3736.00,12874.90,46608.65,3382.94,2966.34,1435.36,9578.58
"2016",3737.00,9426.29,49597.03,2829.01,3444.70,1064.95,9555.88
"2016",3738.00,5594.00,52252.30,1813.43,4210.51,699.46,9594.28
"2016",3739.00,2603.09,52850.77,503.42,5397.93,388.15,9663.27
"2016",3740.00,169.51,54003.57,41.04,5852.94,202.94,9608.41
"2016",3741.00,0.00,52952.84,0.00,5839.61,62.06,9602.99
"2016",3742.00,0.00,47974.82,0.00,6106.89,10.84,9378.14
"2016",3743.00,0.00,44415.93,0.00,5691.22,0.99,8853.08
"2016",3744.00,0.00,42373.23,0.00,5089.38,1.97,8452.98
"2016",3745.00,0.00,41268.28,0.00,4641.46,9.85,8211.78
"2016",3746.00,0.00,41208.71,0.00,4314.27,27.58,7994.49
"2016",3747.00,0.00,42031.17,0.00,4210.12,61.08,7700.67
"2016",3748.00,0.00,44488.00,0.00,4070.03,150.73,7641.03
"2016",3749.00,1267.74,50657.98,0.00,4087.54,300.47,7852.14
"2016",3750.00,4075.07,54302.57,57.58,4051.16,529.03,8114.23
"2016",3751.00,8051.49,53487.26,489.63,3772.11,890.58,8386.62
"2016",3752.00,12380.95,49852.48,1563.47,3442.04,1211.73,8518.59
"2016",3753.00,15735.55,47446.21,2703.84,3234.39,1497.43,8543.49
"2016",3754.00,17333.67,46873.28,3355.60,2806.59,1725.00,8429.20
"2016",3755.00,17805.64,45877.66,3722.55,2634.10,1877.70,8311.76
"2016",3756.00,17952.14,45175.81,3904.25,2590.66,1929.91,8132.76
"2016",3757.00,17661.89,44407.23,3972.41,2126.18,1891.49,8053.40
"2016",3758.00,15866.46,45284.12,3939.69,2287.01,1767.36,8187.28
"2016",3759.00,14787.39,45008.42,3814.01,2533.43,1604.81,8290.56
"2016",3760.00,12950.70,46166.78,3534.78,2765.65,1378.22,8489.39
"2016",3761.00,8883.59,49568.04,3007.61,3212.65,1063.96,8754.89
"2016",3762.00,5047.39,52399.22,1888.00,4077.87,716.20,9014.87
"2016",3763.00,2189.06,52991.93,515.80,5289.71,399.97,9157.80
"2016",3764.00,175.37,53279.99,42.44,5714.22,219.69,9112.27
"2016",3765.00,0.00,52493.57,0.00,5729.01,77.83,9239.88
"2016",3766.00,0.00,48042.08,0.00,5948.36,18.72,8973.39
"2016",3767.00,0.00,44378.46,0.00,5539.15,5.91,8537.57
"2016",3768.00,0.00,42218.53,0.00,4983.39,6.90,8263.50
"2016",3769.00,0.00,40435.25,0.00,4514.27,18.72,8117.39
"2016",3770.00,0.00,40290.16,0.00,4314.27,45.32,8030.03
"2016",3771.00,0.00,40464.07,0.00,4097.68,83.74,7794.30
"2016",3772.00,0.00,39719.43,0.00,3978.79,182.25,8053.64
"2016",3773.00,1331.37,40427.89,0.00,3969.57,352.68,9112.81
"2016",3774.00,4019.61,41374.44,65.27,3789.09,606.85,10217.29
"2016",3775.00,8035.11,39836.90,532.43,3105.34,976.28,10340.00
"2016",3776.00,12089.89,37724.91,1610.75,2208.59,1334.88,10188.47
"2016",3777.00,16167.24,34714.07,2723.09,1445.55,1650.13,10055.52
"2016",3778.00,19200.99,33414.60,3350.17,1160.41,1887.55,9887.12
"2016",3779.00,20927.83,31209.28,3710.01,1023.62,2028.42,9666.72
"2016",3780.00,21298.07,29520.78,3921.59,922.63,2085.56,9545.06
"2016",3781.00,21066.60,28398.46,4004.19,771.83,2080.64,9480.22
"2016",3782.00,18443.82,30239.13,3998.44,621.81,1945.67,9558.92
"2016",3783.00,15761.57,32392.93,3894.42,654.87,1756.52,9492.24
"2016",3784.00,13548.16,35796.80,3648.09,798.90,1490.53,9597.69
"2016",3785.00,9894.61,40402.52,3156.86,1246.80,1136.86,9682.78
"2016",3786.00,6149.19,43767.46,2117.93,2321.69,751.67,9950.19
"2016",3787.00,2716.31,45835.96,607.76,3911.11,420.66,9939.10
"2016",3788.00,231.06,47604.45,46.04,4602.78,225.60,9903.09
"2016",3789.00,0.00,48559.00,0.00,4817.49,70.93,9930.22
"2016",3790.00,0.00,44804.11,0.00,5145.60,13.79,9544.73
"2016",3791.00,0.00,41240.42,0.00,4938.23,2.96,8945.64
"2016",3792.00,0.00,39304.36,0.00,4581.55,3.94,8649.07
"2016",3793.00,0.00,38477.09,0.00,4160.35,12.81,8532.92
"2016",3794.00,0.00,38469.40,0.00,3913.35,34.48,8316.19
"2016",3795.00,0.00,39059.35,0.00,3770.49,70.93,8132.70
"2016",3796.00,0.00,41131.84,0.00,3746.53,170.43,8387.30
"2016",3797.00,1327.40,46856.88,0.00,3700.45,347.76,9355.56
"2016",3798.00,4093.09,50139.57,68.29,3717.87,604.88,10444.32
"2016",3799.00,8220.49,49579.70,612.70,3228.76,972.34,10561.50
"2016",3800.00,12645.92,46342.81,1954.14,2520.49,1335.86,10327.77
"2016",3801.00,16510.13,43646.96,3129.48,2170.04,1649.14,10132.28
"2016",3802.00,19490.04,41754.70,3678.85,1923.89,1877.70,9847.46
"2016",3803.00,21178.79,39301.13,3936.99,1816.91,2026.45,9591.42
"2016",3804.00,21441.87,37679.45,4068.79,1775.42,2078.67,9275.88
"2016",3805.00,20903.38,36850.69,4111.51,1494.91,2004.78,9136.70
"2016",3806.00,19881.40,36881.10,4087.26,1578.16,1861.93,9065.74
"2016",3807.00,17706.37,38552.66,3965.44,1694.45,1661.95,9099.92
"2016",3808.00,14942.50,41181.05,3705.80,1871.14,1403.84,9207.24
"2016",3809.00,10885.77,44797.73,3169.35,2321.87,1079.72,9202.76
"2016",3810.00,6289.77,48455.01,2077.99,3247.34,722.11,9234.77
"2016",3811.00,2718.04,49636.21,598.85,4692.37,412.78,9197.51
"2016",3812.00,176.45,51108.41,47.17,5316.87,230.53,9119.44
"2016",3813.00,0.00,50615.16,0.00,5421.18,81.77,9241.94
"2016",3814.00,0.00,46950.58,0.00,5592.60,15.76,9049.12
