"","","Mid","Mid","South","South","North","North"
"Year","Time","pv","gas","pv","gas","pv","gas"
"2016",908.00,0.00,65020.77,0.00,7911.49,0.00,17395.30
"2016",909.00,0.00,62543.77,0.00,7883.84,0.00,16780.12
"2016",910.00,0.00,61110.22,0.00,7577.85,0.00,15912.87
"2016",911.00,0.00,56663.54,0.00,7248.82,0.00,15068.87
"2016",912.00,0.00,53327.56,0.00,6766.79,0.00,14526.46
"2016",913.00,0.00,51333.86,0.00,5919.79,0.00,14323.91
"2016",914.00,0.00,50394.17,0.00,5270.95,0.00,14169.36
"2016",915.00,0.00,50546.94,0.00,4942.84,0.00,14203.12
"2016",916.00,0.00,51476.06,0.00,4711.50,0.00,14448.44
"2016",917.00,0.00,53725.34,0.00,4643.30,0.00,15125.14
"2016",918.00,0.00,60076.38,0.00,4611.96,0.00,16525.79
"2016",919.00,0.00,65937.39,0.02,4641.44,0.00,17822.92
"2016",920.00,3155.66,64241.22,107.58,4905.30,0.00,17819.92
"2016",921.00,3070.03,64437.35,905.99,4893.98,332.98,17387.91
"2016",922.00,4614.95,63863.82,2360.13,4347.68,347.76,17286.86
"2016",923.00,5668.07,64054.01,3172.09,3976.27,467.95,17030.13
"2016",924.00,5859.76,63433.79,3501.57,3769.37,493.56,16710.43
"2016",925.00,5411.97,63442.48,3599.07,3598.14,454.15,16574.29
"2016",926.00,3663.37,64591.53,3521.90,3102.96,320.17,16678.26
"2016",927.00,1976.45,65196.56,3278.27,3448.89,136.94,17000.29
"2016",928.00,762.58,65122.93,2867.68,3859.48,8.87,17331.66
"2016",929.00,61.84,68366.01,1970.74,4689.14,0.99,17974.23
"2016",930.00,0.00,70925.98,646.97,6109.68,0.00,17742.65
"2016",931.00,0.00,69365.61,58.29,6899.28,0.00,17406.55
"2016",932.00,0.00,66072.87,0.00,7551.12,0.00,16964.67
"2016",933.00,0.00,63635.26,0.00,7541.91,0.00,16357.00
"2016",934.00,0.00,62307.41,0.00,7083.84,0.00,15475.49
"2016",935.00,0.00,57887.62,0.00,6849.74,0.00,14720.02
"2016",936.00,0.00,54924.45,0.00,6517.02,0.00,14150.61
"2016",937.00,0.00,52714.56,0.00,5634.08,0.00,14002.81
"2016",938.00,0.00,51773.91,0.00,5129.93,0.00,14021.57
"2016",939.00,0.00,52201.48,0.00,4762.19,0.00,14082.34
"2016",940.00,0.00,53196.89,0.00,4591.69,0.00,14308.15
"2016",941.00,0.00,54874.49,0.00,4537.31,0.00,15076.37
"2016",942.00,0.00,61013.18,0.00,4498.60,0.00,16667.59
"2016",943.00,0.00,66379.37,0.02,4555.73,0.00,17970.71
"2016",944.00,5013.99,62987.25,127.94,4877.57,0.00,18069.74
"2016",945.00,5619.96,62161.25,968.86,4675.36,296.53,17749.96
"2016",946.00,8030.14,60380.41,2413.40,4099.93,386.18,17577.03
"2016",947.00,9317.63,59900.01,3263.27,3537.62,534.94,17232.47
"2016",948.00,9488.11,58774.47,3700.61,3175.86,578.28,16874.78
"2016",949.00,11346.07,55259.09,3838.93,3043.07,515.23,16606.23
"2016",950.00,9192.88,56309.26,3863.92,2497.35,391.10,16458.78
"2016",951.00,6204.11,58331.44,3749.04,2825.13,181.27,16635.61
"2016",952.00,2484.14,61384.61,3297.28,3396.70,13.79,16933.62
"2016",953.00,12.65,66482.98,2226.61,4389.95,0.99,17737.16
"2016",954.00,0.00,69032.20,725.90,5913.71,0.00,17551.34
"2016",955.00,0.00,66895.33,62.88,6686.40,0.00,17081.71
"2016",956.00,0.00,62719.60,0.00,7293.06,0.00,16516.79
"2016",957.00,0.00,60366.55,0.00,7317.94,0.00,15983.39
"2016",958.00,0.00,59876.53,0.00,7006.42,0.00,15445.48
"2016",959.00,0.00,56172.56,0.00,6765.87,0.00,14888.82
"2016",960.00,0.00,52863.48,0.00,6423.94,0.00,14356.92
"2016",961.00,0.00,50877.46,0.00,5713.34,0.00,14161.86
"2016",962.00,0.00,49699.50,0.00,5181.55,0.00,14091.34
"2016",963.00,0.00,49189.30,0.00,4765.88,0.00,14064.33
"2016",964.00,0.00,49128.77,0.00,4534.54,0.00,14107.09
"2016",965.00,0.00,48601.28,0.00,4423.02,0.00,14325.41
"2016",966.00,0.00,48891.44,0.00,4324.41,0.00,14821.30
"2016",967.00,0.00,52019.88,0.02,4258.95,0.00,15232.42
"2016",968.00,4994.91,50049.64,140.49,4262.25,0.00,15658.54
"2016",969.00,5315.24,52074.68,1065.52,3336.30,275.84,15845.59
"2016",970.00,7618.37,51488.54,2680.69,2217.91,369.43,15866.03
"2016",971.00,9104.64,50870.85,3546.79,1784.98,481.74,15575.92
"2016",972.00,9412.69,49799.91,3913.06,1619.63,522.13,15251.20
"2016",973.00,10051.63,47569.85,4022.78,1556.92,528.04,14925.69
"2016",974.00,7659.93,48576.04,4025.53,1441.73,392.09,14845.58
"2016",975.00,5010.27,50501.24,3877.56,1471.73,198.02,15170.19
"2016",976.00,1942.02,53824.11,3390.44,2006.77,22.66,15881.21
"2016",977.00,22.80,59865.26,2275.21,3048.27,0.99,16911.17
"2016",978.00,0.00,61874.08,735.03,4613.34,0.00,16916.66
"2016",979.00,0.00,59595.97,63.37,5578.08,0.00,16643.58
"2016",980.00,0.00,55554.75,0.00,6499.51,0.00,16180.69
"2016",981.00,0.00,53738.79,0.00,6543.75,0.00,15678.80
"2016",982.00,0.00,54316.25,0.00,6359.42,0.00,15170.90
"2016",983.00,0.00,51020.63,0.00,6031.31,0.00,14821.30
"2016",984.00,0.00,47718.28,0.00,5752.97,0.00,14498.71
"2016",985.00,0.00,45423.84,0.00,5242.38,0.00,14293.90
"2016",986.00,0.00,43927.84,0.00,4729.93,0.00,14231.63
"2016",987.00,0.00,43456.07,0.00,4330.86,0.00,14199.37
"2016",988.00,0.00,43374.40,0.00,4069.11,0.00,14191.12
"2016",989.00,0.00,42163.77,0.00,3989.85,0.00,14377.92
"2016",990.00,0.00,40167.18,0.00,3976.02,0.00,14812.30
"2016",991.00,0.00,41501.76,0.05,3952.93,0.00,15039.61
"2016",992.00,3132.29,41318.24,163.15,3869.09,0.00,15302.94
"2016",993.00,3569.68,44444.54,1173.72,2765.44,400.96,15349.11
"2016",994.00,5412.48,45805.11,2815.02,1347.17,531.98,15389.14
"2016",995.00,6266.69,47881.42,3640.80,983.15,691.58,15218.29
"2016",996.00,5889.54,47457.24,3988.70,1032.48,742.80,14987.76
"2016",997.00,4722.10,46509.91,4104.14,1225.79,729.01,14602.44
"2016",998.00,3309.06,45642.91,4100.34,1202.86,545.77,14659.64
"2016",999.00,2034.09,46338.51,3936.37,1117.99,284.71,15032.49
"2016",1000.00,765.90,47587.48,3447.39,1563.65,28.57,15835.53
"2016",1001.00,5.70,52224.60,2350.30,2537.24,1.97,16932.69
"2016",1002.00,0.00,56552.08,769.03,4136.94,0.00,17053.20
"2016",1003.00,0.00,55818.01,64.42,5189.94,0.00,16870.89
"2016",1004.00,0.00,53001.84,0.00,5956.66,0.00,16617.32
"2016",1005.00,0.00,52029.49,0.00,6146.52,0.00,16053.91
"2016",1006.00,0.00,53278.56,0.00,6095.83,0.00,15422.97
"2016",1007.00,0.00,50053.08,0.00,5928.09,0.00,14782.29
"2016",1008.00,0.00,46602.77,0.00,5471.87,0.00,14358.42
"2016",1009.00,0.00,44654.22,0.00,4875.56,0.00,14222.63
"2016",1010.00,0.00,43976.84,0.00,4551.13,0.00,14169.36
"2016",1011.00,0.00,44475.51,0.00,4267.26,0.00,14192.62
"2016",1012.00,0.00,45792.79,0.00,4122.56,0.00,14479.20
"2016",1013.00,0.00,48294.77,0.00,4048.83,0.00,15167.15
"2016",1014.00,0.00,54209.60,0.00,4050.68,0.00,16710.35
"2016",1015.00,0.00,60243.56,0.06,4194.39,0.00,17928.70
"2016",1016.00,1353.73,61433.12,158.09,4470.47,0.00,18035.98
"2016",1017.00,1960.66,62142.52,1116.82,4151.36,362.54,17615.68
"2016",1018.00,3101.93,62634.65,2708.19,3509.30,459.08,17441.11
"2016",1019.00,3800.78,63965.06,3554.09,3089.21,575.33,17285.10
"2016",1020.00,3909.08,62483.74,3897.48,2869.32,598.97,17084.41
"2016",1021.00,3815.66,61711.47,4017.21,2772.63,501.44,17055.90
"2016",1022.00,2983.97,61180.71,4041.96,2256.64,356.62,17024.42
"2016",1023.00,1825.90,61450.98,3873.38,2575.44,168.46,17340.12
"2016",1024.00,676.57,61657.74,3333.12,3170.08,11.82,17522.27
"2016",1025.00,0.00,64547.08,2178.89,4236.75,8.87,17982.10
"2016",1026.00,0.00,67577.52,684.71,5705.13,0.00,17733.65
"2016",1027.00,0.00,66171.83,62.22,6255.73,0.00,17399.80
"2016",1028.00,0.00,62347.76,0.00,7022.09,0.00,16780.87
"2016",1029.00,0.00,59873.64,0.00,7026.70,0.00,16111.67
"2016",1030.00,0.00,58627.46,0.00,6803.66,0.00,15272.18
"2016",1031.00,0.00,53764.74,0.00,6506.89,0.00,14358.42
"2016",1032.00,0.00,50076.14,0.00,6148.36,0.00,13813.01
"2016",1033.00,0.00,47881.62,0.00,5457.12,0.00,13553.43
"2016",1034.00,0.00,47215.77,0.00,4920.72,0.00,13446.15
"2016",1035.00,0.00,47651.98,0.00,4621.18,0.00,13429.65
"2016",1036.00,0.00,49111.47,0.00,4449.75,0.00,13637.46
"2016",1037.00,0.00,51574.06,0.00,4394.45,0.00,14290.90
"2016",1038.00,0.00,58251.78,0.00,4378.78,0.00,15759.82
"2016",1039.00,0.00,64908.35,0.08,4422.94,0.00,16813.13
"2016",1040.00,1229.27,65250.98,159.58,4655.15,0.00,16838.64
"2016",1041.00,1526.72,65177.41,1147.50,4415.61,394.06,16455.83
"2016",1042.00,2567.63,65121.35,2874.22,3591.19,535.92,16434.00
"2016",1043.00,3242.38,65498.69,3712.95,3102.69,655.12,16300.54
"2016",1044.00,3420.04,64373.67,4019.16,2955.01,691.58,16144.06
"2016",1045.00,3490.63,63950.45,4111.20,2919.19,733.94,16058.19
"2016",1046.00,3086.57,63431.16,4111.61,2423.85,503.41,16254.20
"2016",1047.00,2129.45,63380.38,3968.28,2766.25,262.05,16590.84
"2016",1048.00,744.57,63747.75,3515.26,3423.89,28.57,16923.35
"2016",1049.00,0.00,66860.74,2436.62,4439.85,3.94,17452.87
"2016",1050.00,0.00,69990.14,806.61,6046.82,0.00,17261.76
"2016",1051.00,0.00,68212.62,66.69,6748.95,0.00,16953.42
"2016",1052.00,0.00,64409.69,0.00,7316.10,0.00,16397.51
"2016",1053.00,0.00,61581.03,0.00,7285.69,0.00,15767.32
"2016",1054.00,0.00,60188.79,0.00,6964.03,0.00,14897.07
"2016",1055.00,0.00,55544.18,0.00,6683.84,0.00,14050.83
"2016",1056.00,0.00,51597.12,0.00,6242.37,0.00,13487.41
"2016",1057.00,0.00,49690.85,0.00,5467.26,0.00,13216.58
"2016",1058.00,0.00,49021.16,0.00,5000.90,0.00,13094.30
"2016",1059.00,0.00,49410.29,0.00,4691.23,0.00,13238.34
"2016",1060.00,0.00,50694.91,0.00,4529.01,0.00,13491.91
"2016",1061.00,0.00,52641.53,0.00,4368.65,0.00,14163.36
"2016",1062.00,0.00,58480.45,0.00,4376.94,0.00,15720.06
"2016",1063.00,0.00,64346.27,0.19,4485.51,0.00,16937.66
"2016",1064.00,4043.06,61748.29,176.36,4719.47,27.58,16969.35
"2016",1065.00,4298.26,61676.60,1182.47,4368.66,292.59,16668.33
"2016",1066.00,6784.33,60009.15,2765.93,3575.06,418.69,16581.99
"2016",1067.00,8395.88,59356.51,3567.84,3038.59,514.25,16345.39
"2016",1068.00,8816.19,58268.42,3897.68,2786.16,531.98,16122.10
"2016",1069.00,7203.81,59928.85,4010.36,2658.74,460.06,16141.50
"2016",1070.00,5149.29,61530.82,3986.80,2218.71,293.57,16349.25
"2016",1071.00,2820.41,63041.08,3816.11,2553.44,143.83,16626.53
"2016",1072.00,873.76,64351.66,3344.38,3097.99,10.84,16859.31
"2016",1073.00,0.00,67499.69,2280.86,4107.14,0.99,17478.34
"2016",1074.00,0.00,70032.42,759.11,5521.97,0.00,17217.50
"2016",1075.00,0.00,68141.52,70.76,6085.90,0.00,16885.90
"2016",1076.00,0.00,64541.32,0.00,7002.74,0.00,16273.72
"2016",1077.00,0.00,61013.18,0.00,7023.93,0.00,15636.79
"2016",1078.00,0.00,59609.42,0.00,6699.51,0.00,14804.80
"2016",1079.00,0.00,54690.97,0.00,6438.68,0.00,13936.79
"2016",1080.00,0.00,51156.10,0.00,6091.22,0.00,13432.65
"2016",1081.00,0.00,48648.36,0.00,5433.16,0.00,13147.56
"2016",1082.00,0.00,47840.31,0.00,4939.15,0.00,13120.56
"2016",1083.00,0.00,47995.96,0.00,4646.99,0.00,13112.30
"2016",1084.00,0.00,49128.77,0.00,4432.24,0.00,13351.62
"2016",1085.00,0.00,51705.69,0.00,4378.78,0.00,14032.82
"2016",1086.00,0.00,58197.01,0.00,4338.23,0.00,15529.51
"2016",1087.00,0.00,64451.96,0.24,4446.75,0.00,16774.12
"2016",1088.00,1166.37,64797.93,151.44,4757.29,74.87,16844.79
"2016",1089.00,1806.67,64361.32,1033.78,4490.62,315.25,16582.65
"2016",1090.00,3735.89,62995.14,2660.15,3689.13,482.72,16493.95
"2016",1091.00,5223.68,62217.40,3557.14,3040.99,585.18,16279.71
"2016",1092.00,6366.75,60083.72,3905.36,2843.00,582.22,16094.36
"2016",1093.00,7966.42,57693.30,4012.94,2881.04,528.04,16051.77
"2016",1094.00,6964.04,57616.68,3999.65,2499.87,332.98,16280.59
"2016",1095.00,5038.19,58808.46,3833.27,2904.03,156.64,16524.45
"2016",1096.00,2386.55,60799.05,3322.28,3560.64,20.69,16625.89
"2016",1097.00,121.04,65104.39,2268.80,4595.69,0.00,17264.01
"2016",1098.00,0.00,69188.82,780.63,6004.60,0.00,17047.95
"2016",1099.00,0.00,67894.59,77.36,6618.47,0.00,16656.33
"2016",1100.00,0.00,63952.33,0.02,7240.51,0.00,16192.70
"2016",1101.00,0.00,61148.66,0.00,7248.82,0.00,15612.03
"2016",1102.00,0.00,59731.44,0.00,6902.28,0.00,14783.04
"2016",1103.00,0.00,55602.79,0.00,6647.90,0.00,13902.28
"2016",1104.00,0.00,52022.76,0.00,6231.31,0.00,13395.14
"2016",1105.00,0.00,50010.80,0.00,5519.79,0.00,13160.32
"2016",1106.00,0.00,49418.94,0.00,5017.49,0.00,12944.26
"2016",1107.00,0.00,49774.44,0.00,4693.07,0.00,13071.04
"2016",1108.00,0.00,50488.33,0.00,4480.17,0.00,13233.09
"2016",1109.00,0.00,52468.59,0.00,4404.59,0.00,13886.53
"2016",1110.00,0.00,57734.85,0.00,4382.47,0.00,15467.24
"2016",1111.00,0.00,62997.28,0.25,4464.25,0.00,16676.59
"2016",1112.00,6729.58,57764.65,182.95,4665.88,125.11,16772.79
"2016",1113.00,9797.31,55058.19,1209.94,4307.09,283.72,16641.94
"2016",1114.00,13368.25,51963.83,2866.70,3440.18,359.58,16651.61
"2016",1115.00,15506.16,50294.80,3693.71,2931.15,395.05,16458.59
"2016",1116.00,15969.44,48839.95,3978.11,2773.01,370.42,16248.41
"2016",1117.00,17055.72,46592.04,4087.27,2697.95,262.05,16139.96
"2016",1118.00,14716.89,47527.10,4091.44,2233.89,135.95,15977.97
"2016",1119.00,11148.31,50173.29,3917.76,2666.54,60.09,15952.55
"2016",1120.00,5832.87,54953.55,3429.78,3290.01,9.85,15997.54
"2016",1121.00,334.39,63220.16,2338.93,4420.49,0.99,16527.81
"2016",1122.00,0.00,67841.74,790.71,5950.28,0.00,16366.75
"2016",1123.00,0.00,66235.25,81.63,6520.19,0.00,15813.09
"2016",1124.00,0.00,61563.73,0.03,7152.01,0.00,15123.64
"2016",1125.00,0.00,58465.08,0.00,7148.36,0.00,14512.96
"2016",1126.00,0.00,57972.18,0.00,6878.31,0.00,13978.81
"2016",1127.00,0.00,54552.61,0.00,6594.44,0.00,13323.87
"2016",1128.00,0.00,50747.75,0.00,6259.88,0.00,12797.21
"2016",1129.00,0.00,48406.23,0.00,5552.05,0.00,12505.38
"2016",1130.00,0.00,47305.13,0.00,5054.36,0.00,12350.08
"2016",1131.00,0.00,47091.82,0.00,4680.17,0.00,12264.56
"2016",1132.00,0.00,47406.97,0.00,4439.61,0.00,12263.06
"2016",1133.00,0.00,47055.31,0.00,4330.86,0.00,12397.35
"2016",1134.00,0.00,47354.13,0.00,4214.73,0.00,12811.47
"2016",1135.00,0.00,50066.53,0.41,4253.03,0.00,13129.56
"2016",1136.00,8004.31,44739.07,188.01,4175.11,64.03,13494.65
"2016",1137.00,11816.83,43451.59,1160.87,3134.96,95.56,13955.27
"2016",1138.00,15689.22,40832.11,2663.25,2220.60,176.34,14068.04
"2016",1139.00,18619.37,38487.10,3390.44,1954.23,224.61,14043.78
"2016",1140.00,19686.92,36065.75,3697.33,1763.48,222.64,13891.20
"2016",1141.00,19629.16,34108.67,3750.99,1840.70,213.78,13690.01
"2016",1142.00,17158.13,34959.76,3777.43,1734.99,100.49,13696.77
"2016",1143.00,12599.18,39048.87,3597.95,1719.08,46.30,13812.47
"2016",1144.00,6432.51,45645.98,3168.16,2099.10,8.87,14171.00
"2016",1145.00,337.60,55278.64,2254.59,2913.13,0.00,15020.86
"2016",1146.00,0.00,60337.72,804.44,4356.83,0.00,15176.90
"2016",1147.00,0.00,58726.42,85.21,5249.33,0.00,14795.04
"2016",1148.00,0.00,54600.65,0.03,6393.49,0.00,14192.62
"2016",1149.00,0.00,52342.72,0.00,6499.51,0.00,13722.23
"2016",1150.00,0.00,52561.79,0.00,6383.38,0.00,13319.36
"2016",1151.00,0.00,49482.35,0.00,6045.14,0.00,12833.22
"2016",1152.00,0.00,46367.36,0.00,5751.13,0.00,12440.11
"2016",1153.00,0.00,44531.23,0.00,5220.26,0.00,12201.54
"2016",1154.00,0.00,43601.16,0.00,4701.36,0.00,12070.25
"2016",1155.00,0.00,43626.14,0.00,4335.47,0.00,12007.98
"2016",1156.00,0.00,43740.48,0.00,4128.09,0.00,12040.24
"2016",1157.00,0.00,42727.77,0.00,4001.83,0.00,12125.77
"2016",1158.00,0.00,40462.15,0.00,3947.45,0.00,12485.12
"2016",1159.00,0.00,41526.74,0.62,3948.68,0.00,12747.70
"2016",1160.00,8546.60,36171.99,239.91,3770.21,127.08,12961.21
"2016",1161.00,12062.91,35262.39,1384.88,2334.92,269.93,13325.51
"2016",1162.00,16152.57,33116.48,2979.87,1133.48,420.66,13495.13
"2016",1163.00,18959.38,32495.54,3696.60,830.57,510.31,13650.80
"2016",1164.00,20157.25,29686.37,3944.22,864.98,533.95,13588.15
"2016",1165.00,20351.55,26875.75,4024.38,946.11,535.92,13445.89
"2016",1166.00,17551.54,27643.62,4067.92,850.95,409.82,13524.72
"2016",1167.00,13054.84,31824.21,3965.56,692.48,253.18,13844.16
"2016",1168.00,6558.32,39023.10,3558.44,931.87,68.96,14408.74
"2016",1169.00,334.25,48870.42,2580.43,1720.93,0.99,15264.44
"2016",1170.00,0.00,54638.12,921.60,3384.38,0.00,15479.99
"2016",1171.00,0.00,54041.45,90.08,4572.57,0.00,15301.44
"2016",1172.00,0.00,51727.79,0.06,5735.40,0.00,14971.34
"2016",1173.00,0.00,51120.55,0.00,5931.77,0.00,14455.94
"2016",1174.00,0.00,52141.91,0.00,5927.17,0.00,13763.49
"2016",1175.00,0.00,49262.32,0.00,5808.27,0.00,13205.33
"2016",1176.00,0.00,46233.81,0.00,5457.12,0.00,12845.23
"2016",1177.00,0.00,44098.86,0.00,4922.56,0.00,12788.21
"2016",1178.00,0.00,43284.09,0.00,4516.11,0.00,12779.96
"2016",1179.00,0.00,43565.61,0.00,4180.63,0.00,12894.74
"2016",1180.00,0.00,44652.30,0.00,4069.11,0.00,13206.83
"2016",1181.00,0.00,46461.52,0.00,3963.12,0.00,13876.78
"2016",1182.00,0.00,50055.00,0.00,3986.16,0.00,15483.74
"2016",1183.00,0.00,54815.88,0.73,4016.77,0.00,16657.08
"2016",1184.00,2089.48,55773.16,244.51,4095.56,185.21,16804.97
"2016",1185.00,3588.42,56304.44,1374.97,3365.10,320.17,16587.48
"2016",1186.00,5532.69,55935.92,2891.51,2743.49,495.53,16408.37
"2016",1187.00,7226.84,55910.72,3658.45,2477.93,608.82,16186.30
"2016",1188.00,8706.68,53098.21,3947.38,2419.41,625.57,16086.28
"2016",1189.00,10142.10,49866.06,3985.69,2485.25,523.11,16164.73
"2016",1190.00,8989.05,49203.15,3929.55,2171.81,333.97,16248.85
"2016",1191.00,6262.44,50992.97,3669.80,2540.31,159.59,16609.27
"2016",1192.00,3027.64,53419.71,3183.95,3112.80,40.39,16738.98
"2016",1193.00,281.30,58505.65,2236.17,4006.20,0.99,17374.81
"2016",1194.00,0.00,63333.57,823.78,5442.56,0.00,17264.01
"2016",1195.00,0.00,62488.04,95.13,6297.47,0.00,16820.63
"2016",1196.00,0.00,59103.06,0.08,6893.90,0.00,16270.72
"2016",1197.00,0.00,57018.08,0.00,6847.90,0.00,15708.06
"2016",1198.00,0.00,56493.47,0.00,6574.17,0.00,14783.04
"2016",1199.00,0.00,52793.34,0.00,6221.17,0.00,13907.53
"2016",1200.00,0.00,48850.13,0.00,5829.47,0.00,13446.15
"2016",1201.00,0.00,46991.90,0.00,5179.70,0.00,13299.11
"2016",1202.00,0.00,46227.08,0.00,4682.93,0.00,13230.84
"2016",1203.00,0.00,46641.20,0.00,4444.22,0.00,13327.62
"2016",1204.00,0.00,47845.11,0.00,4215.65,0.00,13647.96
"2016",1205.00,0.00,50109.77,0.00,4105.05,0.00,14354.66
"2016",1206.00,0.00,55192.52,0.00,4062.66,0.00,15840.85
"2016",1207.00,0.00,60232.99,0.33,4040.20,0.00,16826.63
"2016",1208.00,7118.45,55475.28,83.91,3996.26,188.16,16967.81
"2016",1209.00,10069.54,53469.64,600.66,3356.93,312.29,16948.72
"2016",1210.00,13708.53,51006.69,1676.04,2570.95,486.66,16772.09
"2016",1211.00,16044.57,49658.38,2397.49,2256.87,615.72,16660.29
"2016",1212.00,17124.40,47535.10,2762.67,2249.30,663.99,16494.99
"2016",1213.00,17515.44,45485.69,2927.42,2288.23,652.17,16549.57
"2016",1214.00,15338.99,45847.14,2962.05,2189.08,479.77,16767.74
"2016",1215.00,11663.72,48588.49,2785.34,2130.77,265.99,17088.04
"2016",1216.00,6394.45,52940.17,2402.76,2456.21,59.11,17312.93
"2016",1217.00,565.28,60979.23,1744.04,2941.65,4.93,18133.84
"2016",1218.00,0.00,66501.40,706.32,3956.33,0.00,18264.05
"2016",1219.00,0.00,65726.01,91.43,4727.91,0.00,17951.21
"2016",1220.00,0.00,61718.42,0.09,5866.24,0.00,17546.84
"2016",1221.00,0.00,59296.19,0.00,6102.28,0.00,16960.92
"2016",1222.00,0.00,58110.53,0.00,6088.45,0.00,16103.42
"2016",1223.00,0.00,53613.89,0.00,5881.08,0.00,15377.96
"2016",1224.00,0.00,49870.52,0.00,5665.42,0.00,14928.58
"2016",1225.00,0.00,47930.62,0.00,5179.70,0.00,14813.80
"2016",1226.00,0.00,47305.13,0.00,4725.33,0.00,14815.30
"2016",1227.00,0.00,47967.13,0.00,4324.41,0.00,14966.09
"2016",1228.00,0.00,49367.05,0.00,4199.98,0.00,15273.68
"2016",1229.00,0.00,51860.39,0.00,4173.26,0.00,16030.65
"2016",1230.00,0.00,57514.83,0.00,4129.94,0.00,17553.59
"2016",1231.00,0.00,62999.20,0.79,4258.18,0.00,18656.41
"2016",1232.00,7921.61,56916.61,222.82,4472.09,124.13,18884.14
"2016",1233.00,11032.78,54286.80,1260.05,3982.33,247.27,18782.00
"2016",1234.00,14668.76,51585.70,2821.50,3486.31,376.33,18643.94
"2016",1235.00,17111.20,50319.31,3560.78,3181.13,468.93,18390.79
"2016",1236.00,18101.03,48167.85,3815.04,3029.17,494.55,18143.86
"2016",1237.00,17549.61,47847.80,3903.28,2977.79,422.63,17959.20
"2016",1238.00,14910.58,49653.80,3920.20,2555.35,281.75,18041.56
"2016",1239.00,10876.02,53312.68,3769.60,2929.92,129.05,18199.51
"2016",1240.00,5511.49,58285.19,3388.23,3427.41,26.60,18301.22
"2016",1241.00,453.03,65503.58,2528.53,4159.92,2.96,19003.06
"2016",1242.00,0.00,69752.82,957.80,5731.58,0.00,19069.03
"2016",1243.00,0.00,67693.78,102.87,6489.73,0.00,18735.19
"2016",1244.00,0.00,63624.69,0.11,7320.60,0.00,18198.03
"2016",1245.00,0.00,60722.05,0.00,7364.95,0.00,17659.37
"2016",1246.00,0.00,58819.62,0.00,7114.26,0.00,16773.37
"2016",1247.00,0.00,53857.94,0.00,6886.61,0.00,15986.39
"2016",1248.00,0.00,50149.16,0.00,6509.65,0.00,15503.25
"2016",1249.00,0.00,47835.50,0.00,5670.02,0.00,15229.42
"2016",1250.00,0.00,46928.48,0.00,5083.85,0.00,15129.64
"2016",1251.00,0.00,47431.96,0.00,4745.60,0.00,15199.41
"2016",1252.00,0.00,48891.44,0.00,4597.22,0.00,15389.97
"2016",1253.00,0.00,51151.30,0.00,4397.22,0.00,16062.16
"2016",1254.00,0.00,57283.27,0.00,4381.55,0.00,17403.55
"2016",1255.00,0.00,62782.05,1.39,4488.91,0.00,18262.55
"2016",1256.00,6270.62,58335.08,267.58,4597.84,141.86,18385.51
"2016",1257.00,9133.25,55431.13,1382.42,4130.00,236.44,18250.43
"2016",1258.00,12314.14,53153.42,2861.28,3511.97,390.12,18052.48
"2016",1259.00,14518.50,51882.97,3614.56,3067.44,496.52,17846.31
"2016",1260.00,15533.36,49611.35,3893.39,2910.26,525.08,17660.94
"2016",1261.00,14511.48,49953.94,3988.08,2914.20,561.54,17520.21
"2016",1262.00,12960.96,50692.56,4032.65,2326.77,400.96,17569.76
"2016",1263.00,9454.67,53418.66,3895.21,2713.98,234.47,17845.03
"2016",1264.00,5430.96,56407.57,3505.35,3294.62,83.74,18022.77
"2016",1265.00,706.70,62999.66,2598.38,4118.65,4.93,18711.50
"2016",1266.00,0.00,68158.81,958.81,5722.27,0.00,18797.45
"2016",1267.00,0.00,67307.53,100.67,6423.73,0.00,18500.37
"2016",1268.00,0.00,63501.71,0.11,7222.90,0.00,18004.47
"2016",1269.00,0.00,60447.25,0.00,7315.18,0.00,17420.05
"2016",1270.00,0.00,58430.49,0.00,6998.13,0.00,16597.07
"2016",1271.00,0.00,53691.71,0.00,6746.52,0.00,15802.58
"2016",1272.00,0.00,50036.74,0.00,6329.01,0.00,15297.69
"2016",1273.00,0.00,48099.73,0.00,5591.68,0.00,15082.38
"2016",1274.00,0.00,47336.83,0.00,5066.34,0.00,14965.34
"2016",1275.00,0.00,47864.33,0.00,4705.97,0.00,15002.85
"2016",1276.00,0.00,49145.10,0.00,4510.58,0.00,15198.66
"2016",1277.00,0.00,51411.68,0.00,4417.49,0.00,15801.08
"2016",1278.00,0.00,57398.57,0.00,4397.22,0.00,17253.51
"2016",1279.00,0.00,62792.62,1.19,4519.53,0.00,18288.06
"2016",1280.00,6220.83,58651.01,236.17,4713.11,226.58,18338.30
"2016",1281.00,8114.41,57239.76,1304.99,4278.40,245.30,18285.07
"2016",1282.00,11298.22,54680.49,2792.33,3602.11,351.70,18147.17
"2016",1283.00,13328.49,53599.51,3566.29,3254.89,389.13,18024.21
"2016",1284.00,14605.20,51219.78,3843.43,3058.85,368.45,17762.06
"2016",1285.00,15060.14,49174.67,3890.37,3081.95,290.62,17599.07
"2016",1286.00,12820.03,49856.34,3925.48,2543.61,168.46,17484.16
"2016",1287.00,9205.95,52327.04,3754.93,2877.30,76.84,17436.99
"2016",1288.00,5243.02,55632.76,3349.48,3402.57,20.69,17351.35
"2016",1289.00,750.54,61968.10,2440.24,4206.74,1.97,17933.48
