"","","Mid","Mid","Mid","Mid","South","South","South","South","North","North","North","North"
"Year","Time","pv","gas","pmp_hydro","pmp_hydro2","pv","gas","pmp_hydro","pmp_hydro2","pv","gas","pmp_hydro","pmp_hydro2"
"2016",2589.00,0.00,54849.50,0.00,0.00,0.00,6186.15,0.00,0.00,0.00,11638.13,0.00,0.00
"2016",2590.00,0.00,49596.69,0.00,0.00,0.00,6005.51,0.00,0.00,0.00,10946.43,0.00,0.00
"2016",2591.00,0.00,46267.44,0.00,0.00,0.00,5568.64,0.00,0.00,0.00,10406.27,0.00,0.00
"2016",2592.00,0.00,44386.15,0.00,0.00,0.00,4926.25,0.00,0.00,0.00,10280.23,0.00,0.00
"2016",2593.00,0.00,43585.78,0.00,0.00,0.00,4376.94,0.00,0.00,0.00,10148.19,0.00,0.00
"2016",2594.00,0.00,44209.36,0.00,0.00,0.00,4146.53,0.00,0.00,0.00,10220.22,0.00,0.00
"2016",2595.00,0.00,45150.00,0.00,0.00,0.00,4031.32,0.00,0.00,0.99,10374.53,0.00,0.00
"2016",2596.00,0.00,48776.15,0.00,0.00,0.00,3998.14,0.00,0.00,13.79,10706.07,0.00,0.00
"2016",2597.00,0.00,55441.37,0.00,0.00,0.00,3957.59,0.00,0.00,63.05,11790.39,0.00,0.00
"2016",2598.00,1853.91,58376.20,0.00,0.00,4.53,4038.78,0.00,0.00,161.56,12949.24,0.00,0.00
"2016",2599.00,7000.64,55070.40,0.00,0.00,260.89,3972.27,0.00,0.00,382.24,13156.94,0.00,0.00
"2016",2600.00,12362.97,49606.23,0.00,0.00,1274.29,3627.07,0.00,0.00,610.79,12920.13,0.00,0.00
"2016",2601.00,17211.59,45817.39,0.00,0.00,2716.32,3048.63,0.00,0.00,827.53,12849.69,0.00,0.00
"2016",2602.00,20810.85,44039.86,0.00,0.00,3528.37,2471.60,0.00,0.00,986.14,12753.35,0.00,0.00
"2016",2603.00,22966.51,41265.43,0.00,0.00,3876.75,2230.14,0.00,0.00,1109.28,12531.18,0.00,0.00
"2016",2604.00,23730.97,39908.13,0.00,0.00,4013.54,2129.29,0.00,0.00,1113.22,12334.43,0.00,0.00
"2016",2605.00,23837.21,39119.71,0.00,0.00,4052.70,1718.70,0.00,0.00,1235.38,12126.00,0.00,0.00
"2016",2606.00,22593.28,39966.82,0.00,0.00,4031.74,1846.58,0.00,0.00,1224.54,11970.29,0.00,0.00
"2016",2607.00,19976.34,41579.70,0.00,0.00,3881.21,2105.86,0.00,0.00,1069.87,11907.39,0.00,0.00
"2016",2608.00,15952.00,45752.98,0.00,0.00,3561.40,2381.44,0.00,0.00,804.87,12182.15,0.00,0.00
"2016",2609.00,10674.93,51026.20,0.00,0.00,2851.58,3013.84,0.00,0.00,537.89,12330.59,0.00,0.00
"2016",2610.00,5095.76,56194.14,0.00,0.00,1419.53,4238.51,0.00,0.00,270.92,12572.06,0.00,0.00
"2016",2611.00,456.05,60978.93,0.00,0.00,270.02,5294.01,0.00,0.00,74.87,12966.16,0.00,0.00
"2016",2612.00,0.00,60519.32,0.00,0.00,5.13,5667.66,0.00,0.00,0.00,13008.77,0.00,0.00
"2016",2613.00,0.00,56834.56,0.00,0.00,0.00,6084.77,0.00,0.00,0.00,12268.31,0.00,0.00
"2016",2614.00,0.00,51766.23,0.00,0.00,0.00,5867.26,0.00,0.00,0.00,11594.61,0.00,0.00
"2016",2615.00,0.00,47709.63,0.00,0.00,0.00,5494.91,0.00,0.00,0.00,11088.22,0.00,0.00
"2016",2616.00,0.00,45556.43,0.00,0.00,0.00,4865.42,0.00,0.00,0.00,10880.41,0.00,0.00
"2016",2617.00,0.00,44246.83,0.00,0.00,0.00,4401.83,0.00,0.00,0.00,10859.40,0.00,0.00
"2016",2618.00,0.00,44267.97,0.00,0.00,0.00,4093.07,0.00,0.00,0.00,10906.66,0.00,0.00
"2016",2619.00,0.00,45297.97,0.00,0.00,0.00,3947.45,0.00,0.00,0.00,10989.19,0.00,0.00
"2016",2620.00,0.00,48775.19,0.00,0.00,0.00,3915.19,0.00,0.00,20.69,11276.09,0.00,0.00
"2016",2621.00,0.00,55373.15,0.00,0.00,0.00,3934.55,0.00,0.00,70.93,12500.47,0.00,0.00
"2016",2622.00,1491.40,59004.86,0.00,0.00,6.17,4036.21,0.00,0.00,236.44,13579.57,0.00,0.00
"2016",2623.00,6741.24,56180.13,0.00,0.00,303.69,3949.75,0.00,0.00,514.25,13627.35,0.00,0.00
"2016",2624.00,12097.41,51229.43,0.00,0.00,1362.23,3525.30,0.00,0.00,809.79,13255.29,0.00,0.00
"2016",2625.00,16872.62,47260.35,0.00,0.00,2721.67,3029.46,0.00,0.00,1097.46,12933.86,0.00,0.00
"2016",2626.00,20462.89,44506.95,0.00,0.00,3434.73,2657.41,0.00,0.00,1334.88,12541.15,0.00,0.00
"2016",2627.00,22986.72,40779.21,0.00,0.00,3700.15,2481.39,0.00,0.00,1483.64,12132.81,0.00,0.00
"2016",2628.00,24172.04,38334.26,0.00,0.00,3803.85,2454.19,0.00,0.00,1533.88,11730.72,0.00,0.00
"2016",2629.00,24119.35,37022.58,0.00,0.00,3801.00,2013.72,0.00,0.00,1527.97,11429.79,0.00,0.00
"2016",2630.00,22747.55,37181.82,0.00,0.00,3685.78,2245.99,0.00,0.00,1393.99,11331.96,0.00,0.00
"2016",2631.00,20067.53,38793.41,0.00,0.00,3396.30,2638.70,0.00,0.00,1229.47,11273.66,0.00,0.00
"2016",2632.00,15926.94,42747.59,0.00,0.00,2984.60,2942.57,0.00,0.00,962.49,11522.63,0.00,0.00
"2016",2633.00,10688.43,47825.65,0.00,0.00,2314.54,3495.57,0.00,0.00,640.35,11712.74,0.00,0.00
"2016",2634.00,5019.18,52622.48,0.00,0.00,1210.10,4444.26,0.00,0.00,326.08,11857.45,0.00,0.00
"2016",2635.00,458.10,56485.03,0.00,0.00,247.04,5365.84,0.00,0.00,84.72,12158.08,0.00,0.00
"2016",2636.00,0.00,56205.22,0.00,0.00,5.79,5722.30,0.00,0.00,0.00,12386.84,0.00,0.00
"2016",2637.00,0.00,52857.72,0.00,0.00,0.00,6105.97,0.00,0.00,0.00,11878.95,0.00,0.00
"2016",2638.00,0.00,48392.78,0.00,0.00,0.00,5759.42,0.00,0.00,0.00,11362.05,0.00,0.00
"2016",2639.00,0.00,45042.39,0.00,0.00,0.00,5345.60,0.00,0.00,0.00,11005.69,0.00,0.00
"2016",2640.00,0.00,43126.51,0.00,0.00,0.00,4810.12,0.00,0.00,0.00,10758.87,0.00,0.00
"2016",2641.00,0.00,42035.02,0.00,0.00,0.00,4407.36,0.00,0.00,0.00,10751.37,0.00,0.00
"2016",2642.00,0.00,41852.46,0.00,0.00,0.00,4127.17,0.00,0.00,0.00,10773.13,0.00,0.00
"2016",2643.00,0.00,42359.77,0.00,0.00,0.00,3932.70,0.00,0.00,0.00,10830.89,0.00,0.00
"2016",2644.00,0.00,42794.07,0.00,0.00,0.00,3876.48,0.00,0.00,18.72,10701.14,0.00,0.00
"2016",2645.00,34.20,43242.20,0.00,0.00,0.00,3807.36,0.00,0.00,64.03,10854.63,0.00,0.00
"2016",2646.00,1946.72,44321.68,0.00,0.00,3.91,3805.29,0.00,0.00,247.27,10977.48,0.00,0.00
"2016",2647.00,6952.24,42873.12,0.00,0.00,189.18,3498.36,0.00,0.00,552.67,11092.21,0.00,0.00
"2016",2648.00,12062.21,40115.24,0.00,0.00,997.99,2876.65,0.00,0.00,891.56,11127.68,0.00,0.00
"2016",2649.00,16514.26,36686.47,0.00,0.00,2259.68,2139.38,0.00,0.00,1227.50,10910.27,0.00,0.00
"2016",2650.00,19707.04,34005.81,0.00,0.00,2901.85,1951.59,0.00,0.00,1474.77,10512.96,0.00,0.00
"2016",2651.00,21968.72,30098.24,0.00,0.00,3193.53,1789.86,0.00,0.00,1681.65,10113.27,0.00,0.00
"2016",2652.00,22925.61,26713.35,0.00,0.00,3314.21,1748.44,0.00,0.00,1740.76,9808.09,0.00,0.00
"2016",2653.00,23271.22,24236.64,0.00,0.00,3316.63,1637.27,0.00,0.00,1779.18,9495.09,0.00,0.00
"2016",2654.00,22038.01,24651.23,0.00,0.00,3243.95,1570.77,0.00,0.00,1679.68,9405.54,0.00,0.00
"2016",2655.00,19633.06,26644.94,0.00,0.00,3089.79,1737.84,0.00,0.00,1421.57,9604.38,0.00,0.00
"2016",2656.00,15830.46,31481.39,0.00,0.00,2822.19,1869.03,0.00,0.00,1129.97,9902.73,0.00,0.00
"2016",2657.00,10804.05,37715.56,0.00,0.00,2213.37,2406.89,0.00,0.00,761.52,10281.68,0.00,0.00
"2016",2658.00,5316.98,43261.24,0.00,0.00,1147.83,3439.25,0.00,0.00,398.00,10570.93,0.00,0.00
"2016",2659.00,657.46,47869.83,0.00,0.00,233.55,4410.67,0.00,0.00,122.16,11136.36,0.00,0.00
"2016",2660.00,0.00,48731.95,0.00,0.00,5.24,4750.50,0.00,0.00,7.88,11607.74,0.00,0.00
"2016",2661.00,0.00,46985.17,0.00,0.00,0.00,5412.88,0.00,0.00,0.00,11369.55,0.00,0.00
"2016",2662.00,0.00,43277.36,0.00,0.00,0.00,5201.82,0.00,0.00,0.00,11049.21,0.00,0.00
"2016",2663.00,0.00,39629.12,0.00,0.00,0.00,4866.34,0.00,0.00,0.00,10680.10,0.00,0.00
"2016",2664.00,0.00,37301.04,0.00,0.00,0.00,4482.01,0.00,0.00,0.00,10530.06,0.00,0.00
"2016",2665.00,0.00,36483.38,0.00,0.00,0.00,4001.83,0.00,0.00,0.00,10449.03,0.00,0.00
"2016",2666.00,0.00,36191.29,0.00,0.00,0.00,3780.63,0.00,0.00,0.00,10505.30,0.00,0.00
"2016",2667.00,0.00,36544.88,0.00,0.00,0.00,3605.52,0.00,0.00,0.00,10519.55,0.00,0.00
"2016",2668.00,0.00,36676.51,0.00,0.00,0.00,3534.55,0.00,0.00,24.63,10348.63,0.00,0.00
"2016",2669.00,5.70,35834.89,0.00,0.00,0.00,3508.74,0.00,0.00,79.80,10355.73,0.00,0.00
"2016",2670.00,2118.20,35796.81,0.00,0.00,4.83,3500.23,0.00,0.00,208.85,10337.71,0.00,0.00
"2016",2671.00,6928.04,34108.68,0.00,0.00,224.59,3041.75,0.00,0.00,404.90,10478.51,0.00,0.00
"2016",2672.00,12012.06,31414.23,0.00,0.00,1100.71,2243.05,0.00,0.00,575.33,10734.20,0.00,0.00
"2016",2673.00,16644.42,28592.05,0.00,0.00,2327.57,1404.22,0.00,0.00,710.29,10864.82,0.00,0.00
"2016",2674.00,20319.09,26816.93,0.00,0.00,3003.86,1052.35,0.00,0.00,781.22,10878.66,0.00,0.00
"2016",2675.00,22628.37,23151.93,0.00,0.00,3325.85,982.88,0.00,0.00,815.70,10853.18,0.00,0.00
"2016",2676.00,23641.33,19672.55,0.00,0.00,3476.68,1080.91,0.00,0.00,816.69,10651.89,0.00,0.00
"2016",2677.00,23640.36,17752.83,0.00,0.00,3466.17,1068.37,0.00,0.00,806.84,10507.95,0.00,0.00
"2016",2678.00,22400.06,17875.69,0.00,0.00,3396.68,905.61,0.00,0.00,721.13,10494.62,0.00,0.00
"2016",2679.00,19981.70,20119.19,0.00,0.00,3276.01,915.68,0.00,0.00,591.09,10698.94,0.00,0.00
"2016",2680.00,16083.82,25658.14,0.00,0.00,3052.01,978.39,0.00,0.00,432.48,11059.35,0.00,0.00
"2016",2681.00,11036.95,32905.30,0.00,0.00,2529.67,1443.58,0.00,0.00,270.92,11268.18,0.00,0.00
"2016",2682.00,5460.16,39561.10,0.00,0.00,1305.92,2682.08,0.00,0.00,128.07,11502.55,0.00,0.00
"2016",2683.00,685.62,46200.59,0.00,0.00,265.13,3897.99,0.00,0.00,28.57,11902.14,0.00,0.00
"2016",2684.00,0.00,48562.84,0.00,0.00,5.28,4417.74,0.00,0.00,0.00,11885.70,0.00,0.00
"2016",2685.00,0.00,47143.71,0.00,0.00,0.00,5094.91,0.00,0.00,0.00,11320.03,0.00,0.00
"2016",2686.00,0.00,43195.69,0.00,0.00,0.00,5011.04,0.00,0.00,0.00,10653.84,0.00,0.00
"2016",2687.00,0.00,40423.72,0.00,0.00,0.00,4706.89,0.00,0.00,0.00,10209.71,0.00,0.00
"2016",2688.00,0.00,38828.75,0.00,0.00,0.00,4297.68,0.00,0.00,0.00,10061.17,0.00,0.00
"2016",2689.00,0.00,37947.68,0.00,0.00,0.00,3937.31,0.00,0.00,0.00,10009.40,0.00,0.00
"2016",2690.00,0.00,38524.17,0.00,0.00,0.00,3714.27,0.00,0.00,0.00,10019.91,0.00,0.00
"2016",2691.00,0.00,40119.14,0.00,0.00,0.00,3611.05,0.00,0.00,1.97,10118.47,0.00,0.00
"2016",2692.00,0.00,44805.07,0.00,0.00,0.00,3541.92,0.00,0.00,23.64,10481.65,0.00,0.00
"2016",2693.00,17.10,52770.48,0.00,0.00,0.00,3542.84,0.00,0.00,67.98,11654.93,0.00,0.00
"2016",2694.00,1988.17,56709.43,0.00,0.00,5.71,3663.40,0.00,0.00,174.37,12987.45,0.00,0.00
"2016",2695.00,6942.95,54367.12,0.00,0.00,263.72,3598.01,0.00,0.00,414.75,13080.17,0.00,0.00
"2016",2696.00,12135.93,49393.21,0.00,0.00,1216.14,3324.85,0.00,0.00,654.14,12954.06,0.00,0.00
"2016",2697.00,16832.69,45637.10,0.00,0.00,2394.92,3172.80,0.00,0.00,897.47,12698.72,0.00,0.00
"2016",2698.00,20354.79,43414.98,0.00,0.00,3109.21,2816.12,0.00,0.00,1108.29,12415.88,0.00,0.00
"2016",2699.00,22307.43,40690.81,0.00,0.00,3584.10,2484.08,0.00,0.00,1233.41,12194.74,0.00,0.00
"2016",2700.00,22752.98,40074.23,0.00,0.00,3793.46,2354.91,0.00,0.00,1251.14,12010.46,0.00,0.00
"2016",2701.00,22581.47,39199.40,0.00,0.00,3858.25,1877.21,0.00,0.00,1309.26,11818.04,0.00,0.00
"2016",2702.00,21210.52,39549.00,0.00,0.00,3801.29,2055.83,0.00,0.00,1220.60,11897.71,0.00,0.00
"2016",2703.00,18433.79,40754.79,0.00,0.00,3664.85,2337.89,0.00,0.00,1074.80,11820.69,0.00,0.00
"2016",2704.00,14504.57,44687.85,0.00,0.00,3374.92,2597.40,0.00,0.00,850.18,11945.53,0.00,0.00
"2016",2705.00,9970.85,49387.80,0.00,0.00,2772.14,3129.21,0.00,0.00,586.16,12035.50,0.00,0.00
"2016",2706.00,4831.33,54420.66,0.00,0.00,1444.86,4266.64,0.00,0.00,308.35,12080.74,0.00,0.00
"2016",2707.00,508.77,58621.20,0.00,0.00,288.88,5298.19,0.00,0.00,101.47,12246.36,0.00,0.00
"2016",2708.00,0.00,58099.01,0.00,0.00,5.92,5634.61,0.00,0.00,0.00,12477.62,0.00,0.00
"2016",2709.00,0.00,53600.43,0.00,0.00,0.00,6080.16,0.00,0.00,0.00,11683.14,0.00,0.00
"2016",2710.00,0.00,48309.19,0.00,0.00,0.00,5833.16,0.00,0.00,0.00,10878.91,0.00,0.00
"2016",2711.00,0.00,44499.53,0.00,0.00,0.00,5361.27,0.00,0.00,0.00,10382.26,0.00,0.00
"2016",2712.00,0.00,42646.10,0.00,0.00,0.00,4745.60,0.00,0.00,0.00,10079.92,0.00,0.00
"2016",2713.00,0.00,41721.79,0.00,0.00,0.00,4359.43,0.00,0.00,0.00,10037.16,0.00,0.00
"2016",2714.00,0.00,41803.46,0.00,0.00,0.00,4146.53,0.00,0.00,0.00,10019.16,0.00,0.00
"2016",2715.00,0.00,43077.51,0.00,0.00,0.00,4010.12,0.00,0.00,0.99,10100.70,0.00,0.00
"2016",2716.00,0.00,47154.28,0.00,0.00,0.00,3981.55,0.00,0.00,26.60,10381.92,0.00,0.00
"2016",2717.00,0.00,54319.13,0.00,0.00,0.00,3983.39,0.00,0.00,88.66,11484.19,0.00,0.00
"2016",2718.00,614.40,59464.86,0.00,0.00,7.03,4037.20,0.00,0.00,270.92,12568.31,0.00,0.00
"2016",2719.00,3160.20,59239.44,0.00,0.00,303.25,3818.39,0.00,0.00,547.74,12511.30,0.00,0.00
"2016",2720.00,5826.38,56961.44,0.00,0.00,1393.42,3467.39,0.00,0.00,805.85,12234.43,0.00,0.00
"2016",2721.00,8497.88,55313.21,0.00,0.00,2747.67,3019.13,0.00,0.00,1061.01,12029.54,0.00,0.00
"2016",2722.00,11046.73,53861.62,0.00,0.00,3578.83,2438.65,0.00,0.00,1247.20,11712.06,0.00,0.00
"2016",2723.00,13217.92,50909.28,0.00,0.00,3981.48,2193.61,0.00,0.00,1283.65,11491.06,0.00,0.00
"2016",2724.00,14689.46,48884.31,0.00,0.00,4158.59,2076.41,0.00,0.00,1238.33,11327.06,0.00,0.00
"2016",2725.00,18606.31,43728.00,0.00,0.00,4206.97,1625.26,0.00,0.00,1061.99,11318.85,0.00,0.00
"2016",2726.00,16892.88,44569.00,0.00,0.00,4176.40,1758.13,0.00,0.00,849.20,11452.12,0.00,0.00
"2016",2727.00,14249.91,45671.77,0.00,0.00,4041.56,2067.17,0.00,0.00,642.32,11363.42,0.00,0.00
"2016",2728.00,11086.91,48565.75,0.00,0.00,3718.00,2290.27,0.00,0.00,443.32,11478.39,0.00,0.00
"2016",2729.00,7537.51,52019.06,0.00,0.00,3003.14,2895.45,0.00,0.00,274.86,11451.80,0.00,0.00
"2016",2730.00,3761.14,54876.89,0.00,0.00,1558.96,4200.46,0.00,0.00,132.01,11568.38,0.00,0.00
"2016",2731.00,1002.88,57368.04,0.00,0.00,307.43,5308.22,0.00,0.00,37.44,11882.02,0.00,0.00
"2016",2732.00,0.00,58148.01,0.00,0.00,6.80,5700.09,0.00,0.00,0.99,12041.51,0.00,0.00
"2016",2733.00,0.00,53970.35,0.00,0.00,0.00,6021.17,0.00,0.00,0.00,11345.54,0.00,0.00
"2016",2734.00,0.00,48562.84,0.00,0.00,0.00,5757.58,0.00,0.00,0.00,10513.55,0.00,0.00
"2016",2735.00,0.00,44762.79,0.00,0.00,0.00,5301.36,0.00,0.00,0.00,9999.65,0.00,0.00
"2016",2736.00,0.00,42935.31,0.00,0.00,0.00,4721.64,0.00,0.00,0.00,9774.59,0.00,0.00
"2016",2737.00,0.00,41637.24,0.00,0.00,0.00,4360.35,0.00,0.00,0.00,9674.06,0.00,0.00
"2016",2738.00,0.00,42088.82,0.00,0.00,0.00,4053.44,0.00,0.00,0.00,9674.06,0.00,0.00
"2016",2739.00,0.00,43351.34,0.00,0.00,0.00,3943.76,0.00,0.00,0.00,9784.34,0.00,0.00
"2016",2740.00,0.00,47065.88,0.00,0.00,0.00,3860.81,0.00,0.00,12.81,10059.62,0.00,0.00
"2016",2741.00,17.10,53978.23,0.00,0.00,0.00,3809.20,0.00,0.00,37.44,11188.82,0.00,0.00
"2016",2742.00,2159.67,57686.11,0.00,0.00,8.42,3762.07,0.00,0.00,117.23,12297.37,0.00,0.00
"2016",2743.00,6952.20,55230.30,0.00,0.00,289.80,3336.92,0.00,0.00,294.56,12333.85,0.00,0.00
"2016",2744.00,12065.55,50172.68,0.00,0.00,1296.51,2323.76,0.00,0.00,489.62,12047.27,0.00,0.00
"2016",2745.00,16655.99,46397.98,0.00,0.00,2581.97,1421.70,0.00,0.00,672.86,11800.26,0.00,0.00
"2016",2746.00,20101.23,44065.37,0.00,0.00,3274.84,1123.30,0.00,0.00,812.75,11602.60,0.00,0.00
"2016",2747.00,22160.19,40982.17,0.00,0.00,3698.39,970.71,0.00,0.00,924.07,11299.98,0.00,0.00
"2016",2748.00,23284.28,39466.06,0.00,0.00,3950.34,882.82,0.00,0.00,983.18,11189.10,0.00,0.00
"2016",2749.00,23338.13,38524.42,0.00,0.00,4063.51,697.76,0.00,0.00,1096.47,11027.05,0.00,0.00
"2016",2750.00,22093.94,38742.45,0.00,0.00,4014.73,519.82,0.00,0.00,1020.62,11032.38,0.00,0.00
"2016",2751.00,19517.99,39935.77,0.00,0.00,3863.09,642.88,0.00,0.00,875.80,10918.37,0.00,0.00
"2016",2752.00,15686.52,43741.30,0.00,0.00,3574.61,792.19,0.00,0.00,667.93,11025.71,0.00,0.00
"2016",2753.00,10827.33,48621.63,0.00,0.00,2897.34,1418.78,0.00,0.00,435.44,11068.40,0.00,0.00
"2016",2754.00,5443.77,53407.56,0.00,0.00,1522.59,2788.92,0.00,0.00,218.70,11210.11,0.00,0.00
"2016",2755.00,803.22,57512.93,0.00,0.00,302.74,4084.34,0.00,0.00,86.69,11481.66,0.00,0.00
"2016",2756.00,0.00,58351.70,0.00,0.00,7.01,4637.21,0.00,0.00,0.99,11817.94,0.00,0.00
"2016",2757.00,0.00,54442.12,0.00,0.00,0.00,5260.81,0.00,0.00,0.00,11085.97,0.00,0.00
"2016",2758.00,0.00,49106.67,0.00,0.00,0.00,5085.69,0.00,0.00,0.00,10233.72,0.00,0.00
"2016",2759.00,0.00,45500.70,0.00,0.00,0.00,4746.52,0.00,0.00,0.00,9723.57,0.00,0.00
"2016",2760.00,0.00,43486.82,0.00,0.00,0.00,4246.99,0.00,0.00,0.00,9558.52,0.00,0.00
"2016",2761.00,0.00,42469.31,0.00,0.00,0.00,3973.26,0.00,0.00,0.00,9593.03,0.00,0.00
"2016",2762.00,0.00,42326.15,0.00,0.00,0.00,3687.54,0.00,0.00,0.00,9636.55,0.00,0.00
"2016",2763.00,0.00,43306.18,0.00,0.00,0.00,3648.83,0.00,0.00,0.99,9718.83,0.00,0.00
"2016",2764.00,0.00,46721.91,0.00,0.00,0.00,3624.87,0.00,0.00,28.57,9893.81,0.00,0.00
"2016",2765.00,0.00,53422.68,0.00,0.00,0.00,3648.83,0.00,0.00,81.77,10977.94,0.00,0.00
"2016",2766.00,2236.34,57073.30,0.00,0.00,11.58,3777.34,0.00,0.00,228.55,11976.74,0.00,0.00
"2016",2767.00,7221.02,54422.46,0.00,0.00,322.55,3564.99,0.00,0.00,475.83,11949.28,0.00,0.00
"2016",2768.00,12426.41,49328.53,0.00,0.00,1332.52,3334.74,0.00,0.00,674.83,11630.24,0.00,0.00
"2016",2769.00,17045.09,45561.13,0.00,0.00,2508.37,3083.31,0.00,0.00,875.80,11491.54,0.00,0.00
"2016",2770.00,20532.42,43252.73,0.00,0.00,3150.09,2755.87,0.00,0.00,1054.11,11314.73,0.00,0.00
"2016",2771.00,22573.57,40366.06,0.00,0.00,3467.08,2535.67,0.00,0.00,1198.93,11031.12,0.00,0.00
"2016",2772.00,23476.10,38818.82,0.00,0.00,3597.76,2410.51,0.00,0.00,1279.71,10852.81,0.00,0.00
"2016",2773.00,23634.51,37741.86,0.00,0.00,3607.63,2017.23,0.00,0.00,1351.63,10665.36,0.00,0.00
"2016",2774.00,22357.51,38054.20,0.00,0.00,3497.47,2273.01,0.00,0.00,1260.01,10745.73,0.00,0.00
"2016",2775.00,19889.74,39275.77,0.00,0.00,3380.62,2471.89,0.00,0.00,1136.86,10550.78,0.00,0.00
"2016",2776.00,16101.14,43055.73,0.00,0.00,3092.51,2681.66,0.00,0.00,929.00,10631.11,0.00,0.00
"2016",2777.00,11135.28,48018.70,0.00,0.00,2468.11,3243.39,0.00,0.00,662.02,10662.51,0.00,0.00
"2016",2778.00,5677.88,53141.75,0.00,0.00,1311.13,4174.57,0.00,0.00,372.39,10813.36,0.00,0.00
"2016",2779.00,1030.24,57279.18,0.00,0.00,274.09,5242.02,0.00,0.00,154.67,11131.61,0.00,0.00
"2016",2780.00,0.00,58209.50,0.00,0.00,6.76,5570.18,0.00,0.00,4.93,11528.92,0.00,0.00
"2016",2781.00,0.00,53936.72,0.00,0.00,0.00,6053.43,0.00,0.00,0.00,10877.41,0.00,0.00
"2016",2782.00,0.00,48750.20,0.00,0.00,0.00,5819.33,0.00,0.00,0.00,10173.70,0.00,0.00
"2016",2783.00,0.00,44883.85,0.00,0.00,0.00,5350.21,0.00,0.00,0.00,9644.05,0.00,0.00
"2016",2784.00,0.00,42849.79,0.00,0.00,0.00,4744.68,0.00,0.00,0.00,9474.50,0.00,0.00
"2016",2785.00,0.00,41839.97,0.00,0.00,0.00,4374.18,0.00,0.00,0.00,9331.96,0.00,0.00
"2016",2786.00,0.00,41880.32,0.00,0.00,0.00,4123.49,0.00,0.00,0.00,9390.47,0.00,0.00
"2016",2787.00,0.00,43099.61,0.00,0.00,0.00,3986.16,0.00,0.00,1.97,9462.03,0.00,0.00
"2016",2788.00,0.00,46657.53,0.00,0.00,0.00,3870.95,0.00,0.00,18.72,9713.11,0.00,0.00
"2016",2789.00,0.00,53488.02,0.00,0.00,0.00,3882.01,0.00,0.00,59.11,10864.06,0.00,0.00
"2016",2790.00,2488.65,56558.68,0.00,0.00,11.12,4010.98,0.00,0.00,228.55,11904.72,0.00,0.00
"2016",2791.00,7207.78,54370.37,0.00,0.00,324.31,3799.18,0.00,0.00,486.66,12004.46,0.00,0.00
"2016",2792.00,12223.71,49515.85,0.00,0.00,1356.11,3446.63,0.00,0.00,797.97,11685.65,0.00,0.00
"2016",2793.00,16761.75,45665.76,0.00,0.00,2649.61,2991.84,0.00,0.00,1114.20,11265.14,0.00,0.00
"2016",2794.00,20121.24,42877.95,0.00,0.00,3354.16,2645.81,0.00,0.00,1350.64,10925.92,0.00,0.00
"2016",2795.00,21942.84,40354.00,0.00,0.00,3700.43,2359.45,0.00,0.00,1515.16,10618.86,0.00,0.00
"2016",2796.00,21852.44,39148.25,0.00,0.00,3884.57,2207.58,0.00,0.00,1590.03,10291.17,0.00,0.00
"2016",2797.00,21943.04,38159.28,0.00,0.00,3970.48,1689.40,0.00,0.00,1602.84,9931.01,0.00,0.00
"2016",2798.00,20971.61,38134.34,0.00,0.00,3935.01,1907.36,0.00,0.00,1465.90,9846.63,0.00,0.00
"2016",2799.00,18868.55,39434.15,0.00,0.00,3810.37,2167.49,0.00,0.00,1241.29,9731.39,0.00,0.00
"2016",2800.00,15416.36,43097.72,0.00,0.00,3510.26,2350.55,0.00,0.00,966.43,9913.97,0.00,0.00
"2016",2801.00,10707.84,47568.91,0.00,0.00,2782.43,2999.11,0.00,0.00,653.15,10055.45,0.00,0.00
"2016",2802.00,5368.99,51917.16,0.00,0.00,1401.71,4180.75,0.00,0.00,350.71,10127.58,0.00,0.00
"2016",2803.00,1037.36,55354.27,0.00,0.00,277.90,5207.79,0.00,0.00,138.91,10278.62,0.00,0.00
"2016",2804.00,0.00,56192.73,0.00,0.00,7.07,5556.96,0.00,0.00,1.97,10705.14,0.00,0.00
"2016",2805.00,0.00,52532.00,0.00,0.00,0.00,5995.37,0.00,0.00,0.00,10310.24,0.00,0.00
"2016",2806.00,0.00,47933.50,0.00,0.00,0.00,5771.41,0.00,0.00,0.00,9703.32,0.00,0.00
"2016",2807.00,0.00,44556.21,0.00,0.00,0.00,5332.70,0.00,0.00,0.00,9341.71,0.00,0.00
"2016",2808.00,0.00,42309.81,0.00,0.00,0.00,4753.90,0.00,0.00,0.00,9150.40,0.00,0.00
"2016",2809.00,0.00,41068.43,0.00,0.00,0.00,4327.17,0.00,0.00,0.00,9105.39,0.00,0.00
"2016",2810.00,0.00,40157.57,0.00,0.00,0.00,4010.12,0.00,0.00,0.00,9061.13,0.00,0.00
"2016",2811.00,0.00,40348.77,0.00,0.00,0.00,3900.45,0.00,0.00,0.99,9042.89,0.00,0.00
"2016",2812.00,0.00,41209.67,0.00,0.00,0.00,3829.48,0.00,0.00,18.72,8860.86,0.00,0.00
"2016",2813.00,0.00,42686.45,0.00,0.00,0.00,3800.91,0.00,0.00,67.98,9038.92,0.00,0.00
"2016",2814.00,2287.20,44235.81,0.00,0.00,7.97,3766.20,0.00,0.00,248.26,9295.26,0.00,0.00
"2016",2815.00,7192.79,42952.53,0.00,0.00,247.68,3358.76,0.00,0.00,557.59,9571.09,0.00,0.00
